,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,3 Round 2 flyuh grubinho Round 4 soulcas grubinho Round 11 flyuh Filu,1 Round 1 flyuh sheydos grubinho,,,1 Round 1 grubinho,,,,,59,3,0
nAts TL,,2 Round 5 sheydos soulcas Round 16 flyuh grubinho,,,,,,,,,63,2,1
kamyk TL,,3 Round 8 Filu grubinho Round 10 Filu sheydos Round 15 grubinho flyuh,,,,1 Round 10 soulcas,,,,,52,5,0
keiko TL,,4 Round 6 flyuh sheydos Round 8 flyuh soulcas Round 9 soulcas sheydos Round 13 grubinho sheydos,1 Round 7 sheydos Filu grubinho,,,1 Round 8 soulcas,,,,,78,1,0
kamo TL,,4 Round 9 grubinho flyuh Round 11 sheydos soulcas Round 12 soulcas sheydos Round 15 soulcas sheydos,,,,,,,,,38,0,0
soulcas MKOI,,1 Round 1 kamo kamyk,,,,1 Round 13 keiko,,,,,46,0,0
sheydos MKOI,,,,,,,,,,,26,1,0
flyuh MKOI,,2 Round 11 nAts kamyk Round 13 kamo kamyk,,,,,,,,,46,2,0
Filu MKOI,,4 Round 3 keiko kamyk Round 8 paTiTek nAts Round 10 nAts keiko Round 12 nAts kamo,,,,,,,,,70,0,0
grubinho MKOI,,1 Round 11 kamo paTiTek,1 Round 14 paTiTek kamyk kamo,,,,1 Round 11 paTiTek kamo,,,,42,0,0
