,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,2 Round 19 Alfajer crashies Round 25 Chronicle crashies,1 Round 20 kaajak crashies Boaster,,,,,,,,33,0,0
Shao NAVI,,2 Round 2 crashies kaajak Round 3 kaajak Chronicle,3 Round 5 Alfajer Boaster Chronicle Round 12 kaajak Boaster crashies Round 13 crashies Alfajer kaajak,,,2 Round 3 Chronicle Round 13 kaajak,,,,,38,4,0
Ruxic NAVI,,5 Round 1 crashies Chronicle Round 2 Alfajer Boaster Round 10 crashies kaajak Round 19 kaajak Chronicle Round 21 Alfajer kaajak,2 Round 9 Chronicle crashies Boaster Round 17 Chronicle kaajak Boaster,,1 Round 14 kaajak Boaster Chronicle crashies Alfajer,,,,,,50,1,0
alexiiik NAVI,,5 Round 1 Alfajer kaajak Round 10 Chronicle Boaster Round 11 kaajak Chronicle Round 22 kaajak Boaster Round 28 crashies kaajak,,,,,,,,,44,1,0
hiro NAVI,,1 Round 25 Alfajer Boaster,2 Round 11 crashies Alfajer Boaster Round 15 kaajak Boaster Alfajer,,,,,,,,44,2,0
crashies FNC,,3 Round 3 ANGE1 Ruxic Round 15 ANGE1 hiro Round 24 Shao hiro,,,,2 Round 15 hiro Round 17 Ruxic,,,,,46,5,1
Boaster FNC,,3 Round 7 Shao alexiiik Round 15 alexiiik Shao Round 28 alexiiik Ruxic,,,,,,,,,36,4,1
Chronicle FNC,,4 Round 3 alexiiik hiro Round 11 Ruxic Shao Round 16 ANGE1 Ruxic Round 24 Ruxic ANGE1,2 Round 2 Shao ANGE1 hiro Round 7 hiro ANGE1 Ruxic,,,,,,,,54,0,0
kaajak FNC,,3 Round 1 hiro Shao Round 5 Ruxic hiro Round 13 ANGE1 hiro,3 Round 8 hiro Ruxic Shao Round 18 alexiiik Ruxic ANGE1 Round 25 alexiiik Ruxic hiro,,,1 Round 25 hiro,,,,,48,0,0
Alfajer FNC,,4 Round 6 hiro Ruxic Round 16 alexiiik hiro Round 27 alexiiik Shao Round 28 hiro ANGE1,2 Round 22 hiro Shao alexiiik Round 23 Shao ANGE1 alexiiik,,,,,,,,58,0,0
