,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,1 Round 21 crashies Chronicle,,,,,,,,,32,2,1
Shao NAVI,,,1 Round 19 crashies kaajak Boaster,,,,,,,,28,8,1
Ruxic NAVI,,7 Round 1 Alfajer Chronicle Round 2 Alfajer Boaster Round 3 crashies Chronicle Round 4 Boaster crashies Round 6 Chronicle crashies Round 9 crashies Chronicle Round 11 Alfajer Chronicle,1 Round 16 Alfajer Boaster Chronicle,2 Round 21 Alfajer Boaster kaajak Boaster Round 22 Chronicle crashies Alfajer Boaster,,,,,,,90,0,0
alexiiik NAVI,,6 Round 4 Chronicle Alfajer Round 5 Chronicle kaajak Round 7 Chronicle Boaster Round 13 Alfajer Chronicle Round 18 Boaster Alfajer Round 24 crashies Chronicle,,,,,,,,,57,0,0
hiro NAVI,,7 Round 1 Boaster crashies Round 3 Alfajer Boaster Round 5 Boaster Alfajer Round 6 Boaster Alfajer Round 9 Boaster Alfajer Round 12 Chronicle kaajak Round 19 Alfajer Chronicle,1 Round 17 Alfajer Boaster crashies hiro,,,,,,,,66,0,1
crashies FNC,,5 Round 12 alexiiik ANGE1 crashies Round 15 Ruxic hiro Round 16 hiro ANGE1 Round 17 alexiiik ANGE1 Round 22 Shao ANGE1,1 Round 8 alexiiik ANGE1 Ruxic,,,1 Round 12 ANGE1,,,,,61,1,1
Boaster FNC,,2 Round 11 Shao Ruxic Round 22 alexiiik hiro,1 Round 23 hiro Shao Ruxic,,,1 Round 13 alexiiik,,,,,41,1,1
Chronicle FNC,,1 Round 20 Ruxic alexiiik,1 Round 13 hiro Ruxic Shao,,,,,,,,40,5,1
kaajak FNC,,2 Round 14 ANGE1 hiro Round 16 hiro Ruxic,1 Round 7 hiro Ruxic alexiiik,,,2 Round 16 Ruxic Round 22 Ruxic,,,,,46,0,1
Alfajer FNC,,5 Round 8 Shao hiro Round 10 hiro alexiiik Round 14 alexiiik Ruxic Round 15 ANGE1 alexiiik Round 20 hiro ANGE1,3 Round 12 Ruxic hiro Ruxic Round 18 hiro ANGE1 Ruxic Round 24 Ruxic hiro alexiiik,,,,,,,,65,1,2
