Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Sunset,1,"""1-0""",2G,Defenders,Defuse
1Sunset,2,"""2-0""",2G,Defenders,Defuse
1Sunset,3,"""2-1""",SEN,Attackers,Elimination
1Sunset,4,"""2-2""",SEN,Attackers,Elimination
1Sunset,5,"""2-3""",SEN,Attackers,Spike Detonation
1Sunset,6,"""2-4""",SEN,Attackers,Elimination
1Sunset,7,"""3-4""",2G,Defenders,Elimination
1Sunset,8,"""3-5""",SEN,Attackers,Elimination
1Sunset,9,"""3-6""",SEN,Attackers,Elimination
1Sunset,10,"""4-6""",2G,Defenders,Defuse
1Sunset,11,"""5-6""",2G,Defenders,Defuse
1Sunset,12,"""5-7""",SEN,Attackers,Elimination
1Sunset,13,"""6-7""",SEN,Attackers,Elimination
1Sunset,14,"""7-7""",SEN,Attackers,Elimination
1Sunset,15,"""8-7""",SEN,Attackers,Elimination
1Sunset,16,"""9-7""",SEN,Attackers,Spike Detonation
1Sunset,17,"""10-7""",SEN,Attackers,Spike Detonation
1Sunset,18,"""10-8""",2G,Defenders,Defuse
1Sunset,19,"""10-9""",2G,Defenders,Time Expired
1Sunset,20,"""11-9""",SEN,Attackers,Elimination
1Sunset,21,"""12-9""",SEN,Attackers,Elimination
1Sunset,22,"""13-9""",SEN,Attackers,Elimination
1Sunset,23,"""""",,,
1Sunset,24,"""""",,,
