,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 2 Melser mta Round 3 keznit heat,,,,,,,,,38,1,0
tex LEV,,2 Round 10 keznit Shyy Round 14 Shyy keznit,4 Round 1 heat mta Shyy Round 9 Melser Shyy mta Round 12 Shyy mta heat Round 13 mta Shyy Melser,,,1 Round 13 Melser,,,,,90,0,2
Mazino LEV,,2 Round 2 keznit Shyy Round 3 Shyy Melser,,,,,,,,,52,2,1
aspas LEV,,6 Round 4 heat mta Round 6 keznit Shyy Round 7 Melser mta Round 9 heat keznit Round 10 Melser mta Round 14 mta heat,1 Round 8 heat mta Melser,1 Round 15 keznit mta heat Shyy,,,1 Round 7 Melser mta,,,,91,0,1
kiNgg LEV,,1 Round 13 keznit heat,1 Round 7 keznit heat Shyy,,,1 Round 6 mta,,,,,69,0,1
Melser KRÜ,,,,1 Round 5 kiNgg C0M tex aspas,,,,,,,38,3,0
keznit KRÜ,,1 Round 2 tex C0M,1 Round 11 kiNgg Mazino aspas,,,,,,,,44,0,0
heat KRÜ,,,,,,,,,,,17,0,0
Shyy KRÜ,,1 Round 6 Mazino C0M,1 Round 13 aspas Mazino C0M,,,,,,,,52,1,0
mta KRÜ,,1 Round 6 tex aspas,,,,,,,,,27,3,0
