,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,,,1 Round 9 something d4v41 PatMen f0rsakeN,,,,,,,36,0,0
BerserX BME,,1 Round 15 PatMen d4v41,,,,,1 Round 15 d4v41 PatMen,,,,34,0,1
NcSlasher BME,,3 Round 4 Jinggg f0rsakeN Round 10 Jinggg d4v41 Round 11 something PatMen,1 Round 12 d4v41 f0rsakeN PatMen,,,,,,,,64,5,0
Shiro BME,,2 Round 8 Famouz f0rsakeN Round 16 d4v41 Jinggg,,,,1 Round 16 Jinggg,,,,,31,0,1
dos9 BME,,2 Round 6 f0rsakeN Jinggg Round 13 PatMen d4v41,2 Round 4 d4v41 something PatMen Round 15 f0rsakeN Jinggg something,,,1 Round 10 PatMen,1 Round 4 PatMen something,,,,66,1,0
Jinggg PRX,,8 Round 3 Famouz NcSlasher Round 6 NcSlasher Shiro Round 7 BerserX Famouz Round 8 BerserX dos9 Round 12 Famouz NcSlasher Round 13 dos9 Famouz Round 16 BerserX Famouz Round 17 Shiro Famouz,3 Round 1 Famouz Shiro dos9 Round 2 dos9 NcSlasher BerserX Round 11 dos9 Shiro NcSlasher,,,1 Round 12 NcSlasher,,,,,82,1,0
f0rsakeN PRX,,2 Round 2 Famouz Shiro Round 14 NcSlasher dos9,,,,,,,,,54,1,0
d4v41 PRX,,5 Round 3 dos9 Shiro Round 15 NcSlasher Shiro Round 16 dos9 NcSlasher Round 17 BerserX NcSlasher Round 18 NcSlasher dos9,,,,,,,,,53,0,1
PatMen PRX,,3 Round 7 Shiro NcSlasher Round 12 dos9 BerserX Round 14 Famouz Shiro,1 Round 10 Famouz NcSlasher dos9 PatMen,,,,,,,,46,4,1
something PRX,,2 Round 5 Famouz Shiro Round 13 NcSlasher Shiro,,,,,,,,,59,0,1
