Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Haven,1,"""1-0""",GEN,Defenders,Defuse
1Haven,2,"""2-0""",GEN,Defenders,Elimination
1Haven,3,"""2-1""",GE,Attackers,Elimination
1Haven,4,"""3-1""",GEN,Defenders,Elimination
1Haven,5,"""4-1""",GEN,Defenders,Defuse
1Haven,6,"""4-2""",GE,Attackers,Elimination
1Haven,7,"""5-2""",GEN,Defenders,Defuse
1Haven,8,"""6-2""",GEN,Defenders,Time Expired
1Haven,9,"""6-3""",GE,Attackers,Spike Detonation
1Haven,10,"""7-3""",GEN,Defenders,Elimination
1Haven,11,"""7-4""",GE,Attackers,Spike Detonation
1Haven,12,"""8-4""",GEN,Defenders,Elimination
1Haven,13,"""9-4""",GE,Attackers,Elimination
1Haven,14,"""10-4""",GE,Attackers,Elimination
1Haven,15,"""10-5""",GEN,Defenders,Defuse
1Haven,16,"""11-5""",GE,Attackers,Elimination
1Haven,17,"""12-5""",GE,Attackers,Elimination
1Haven,18,"""13-5""",GE,Attackers,Elimination
1Haven,19,"""""",,,
1Haven,20,"""""",,,
1Haven,21,"""""",,,
1Haven,22,"""""",,,
1Haven,23,"""""",,,
1Haven,24,"""""",,,
