(BANK) EDG T1 (BANK),1 0.3k 0.3k,2 4.8k $$ 9.5k,3 12.3k $$ $$$ 1.2k,4 2.7k $$ $$$ 6.9k,5 5.3k $$$ $$ 9.2k,6 7.6k $$$ $$$ 1.0k,7 13.2k $$$ $$ 8.1k,8 19.1k $$$ $$$ 1.5k,9 16.2k $$$ $ 8.5k,10 5.1k $$$ $$$ 6.4k,11 8.9k $$ $$$ 7.8k,12 2.1k $$$ $$$ 7.4k
(BANK) EDG T1 (BANK),13 0.2k 0.3k,14 2.4k $$ 9.2k,15 13.5k $$ $$$ 1.3k,16 3.2k $$$ $$$ 10.7k,17 6.6k $$ $$$ 8.5k,18 2.7k $$$ $$$ 5.5k,19 7.9k $ $$$ 15.7k,20 7.5k $$$ $$$ 5.7k,21 8.9k $$ $$$ 5.6k,22 2.2k $$$ $$$ 14.3k,23 6.6k $$ $$$ 11.8k,24 2.3k $$$ $$$ 16.5k
(BANK) EDG T1 (BANK),25 1.9k $$$ $$$ 0.9k,26 1.0k $$$ $$$ 1.2k,,,,,,,,,,
