Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Abyss,1,"""0-1""",FPX,Defenders,Elimination
1Abyss,2,"""0-2""",FPX,Defenders,Elimination
1Abyss,3,"""1-2""",DRG,Attackers,Elimination
1Abyss,4,"""1-3""",FPX,Defenders,Defuse
1Abyss,5,"""2-3""",DRG,Attackers,Elimination
1Abyss,6,"""3-3""",DRG,Attackers,Elimination
1Abyss,7,"""3-4""",FPX,Defenders,Defuse
1Abyss,8,"""4-4""",DRG,Attackers,Elimination
1Abyss,9,"""5-4""",DRG,Attackers,Elimination
1Abyss,10,"""5-5""",FPX,Defenders,Elimination
1Abyss,11,"""6-5""",DRG,Attackers,Elimination
1Abyss,12,"""6-6""",FPX,Defenders,Defuse
1Abyss,13,"""7-6""",FPX,Defenders,Elimination
1Abyss,14,"""8-6""",FPX,Defenders,Defuse
1Abyss,15,"""9-6""",FPX,Defenders,Elimination
1Abyss,16,"""9-7""",DRG,Attackers,Elimination
1Abyss,17,"""9-8""",DRG,Attackers,Spike Detonation
1Abyss,18,"""9-9""",DRG,Attackers,Spike Detonation
1Abyss,19,"""9-10""",DRG,Attackers,Spike Detonation
1Abyss,20,"""9-11""",DRG,Attackers,Spike Detonation
1Abyss,21,"""10-11""",FPX,Defenders,Defuse
1Abyss,22,"""10-12""",DRG,Attackers,Elimination
1Abyss,23,"""11-12""",FPX,Defenders,Defuse
1Abyss,24,"""11-13""",DRG,Attackers,Elimination
