,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,2 Round 13 Derke Less qRaxs Round 19 CyvOph Derke,,1 Round 17 Derke CyvOph Less Sayf,,,,,,,55,1,0
AtaKaptan FUT,,6 Round 4 Sayf CyvOph Round 14 Sayf CyvOph Round 15 Sayf Kicks Round 16 CyvOph Kicks Round 18 CyvOph Sayf Round 20 Less Derke,,,,1 Round 8 Less,,,,,88,4,2
MrFaliN FUT,,,,,,,,,,,41,2,0
yetujey FUT,,5 Round 3 Less Sayf Round 5 Derke Kicks Round 13 CyvOph Kicks Round 14 Derke Kicks Round 20 CyvOph Kicks,,,,,,,,,66,0,0
xeus FUT,,2 Round 4 Less Derke Round 8 Sayf CyvOph,1 Round 1 Kicks Sayf Derke,1 Round 2 Derke Less CyvOph Kicks,,,,,,,39,0,0
Sayf VIT,,,,,,,,,,,19,2,0
Derke VIT,,4 Round 3 xeus yetujey Round 10 qRaxs xeus Round 12 MrFaliN yetujey Round 13 xeus yetujey,,,,,,,,,54,0,0
Less VIT,,1 Round 19 qRaxs MrFaliN,2 Round 3 qRaxs AtaKaptan MrFaliN Round 8 xeus yetujey qRaxs,,,,,,,,61,0,0
Kicks VIT,,1 Round 7 xeus yetujey,,,,,,,,,33,5,0
CyvOph VIT,,2 Round 4 MrFaliN xeus Round 10 AtaKaptan yetujey,3 Round 6 xeus AtaKaptan yetujey Round 7 MrFaliN AtaKaptan qRaxs Round 11 yetujey xeus MrFaliN,,,,,,,,78,1,0
