,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,1 Round 19 CyvOph Less,1 Round 1 Derke Sayf CyvOph,,,,,,,,33,2,1
AtaKaptan FUT,,5 Round 3 Less CyvOph Round 4 Less CyvOph Round 5 Sayf Less Round 9 Derke Kicks Round 10 Derke Kicks,,,,2 Round 9 Kicks Round 17 Sayf,,,,,77,0,1
MrFaliN FUT,,1 Round 10 Less CyvOph,,,,,,,,,35,2,2
yetujey FUT,,5 Round 3 Kicks Derke Round 8 Derke Sayf Round 9 Less CyvOph Round 17 Derke CyvOph Round 18 CyvOph Less,,,,,,,,,88,0,1
xeus FUT,,1 Round 17 Kicks Less,2 Round 6 Sayf Less CyvOph Round 7 CyvOph Kicks Less,1 Round 11 CyvOph Sayf Less Kicks,,,,,,,73,1,0
Sayf VIT,,2 Round 13 yetujey qRaxs Round 17 qRaxs yetujey,1 Round 18 AtaKaptan qRaxs MrFaliN,,,,,,,,34,1,0
Derke VIT,,3 Round 2 xeus qRaxs Round 13 MrFaliN xeus Round 18 yetujey xeus,1 Round 12 MrFaliN xeus yetujey,,,,,,,,49,3,0
Less VIT,,3 Round 1 xeus qRaxs Round 4 xeus qRaxs Round 7 qRaxs MrFaliN,,,,1 Round 1 qRaxs,,,,,37,0,0
Kicks VIT,,1 Round 9 qRaxs yetujey,,1 Round 14 qRaxs xeus yetujey MrFaliN,,,,,,,33,2,1
CyvOph VIT,,1 Round 12 qRaxs AtaKaptan,1 Round 10 xeus AtaKaptan qRaxs,,,,,,,,47,2,0
