Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
valyn,G2,Map_2_2Abyss,All,Astra,1.45,219,20,13,8,+7,87%,155,24%,1,0,+1
trent,G2,Map_2_2Abyss,All,Sova,1.40,255,21,14,11,+7,83%,174,27%,2,2,0
leaf,G2,Map_2_2Abyss,All,Killjoy,0.95,214,19,16,2,+3,70%,137,32%,2,1,+1
icy,G2,Map_2_2Abyss,All,Yoru,0.85,199,15,18,8,-3,61%,119,13%,5,4,+1
JonahP,G2,Map_2_2Abyss,All,Viper,0.69,183,15,19,4,-4,65%,105,20%,3,2,+1
Cryocells,100T,Map_2_2Abyss,All,Jett,1.14,312,25,19,1,+6,65%,173,22%,3,5,-2
bang,100T,Map_2_2Abyss,All,Omen,0.96,208,19,18,9,+1,74%,137,50%,2,1,+1
Asuna,100T,Map_2_2Abyss,All,Gekko,0.94,202,15,19,10,-4,87%,135,41%,2,1,+1
eeiu,100T,Map_2_2Abyss,All,Sova,0.85,151,11,16,6,-5,61%,110,28%,0,1,-1
Boostio,100T,Map_2_2Abyss,All,Cypher,0.51,129,10,19,8,-9,52%,96,23%,3,6,-3
valyn,G2,Map_2_2Abyss,Attack,Astra,0.71,88,4,8,3,-4,73%,68,19%,0,0,0
trent,G2,Map_2_2Abyss,Attack,Sova,1.36,238,8,6,7,+2,73%,172,39%,1,1,0
leaf,G2,Map_2_2Abyss,Attack,Killjoy,0.86,227,9,9,1,0,64%,134,25%,2,1,+1
icy,G2,Map_2_2Abyss,Attack,Yoru,0.57,166,6,10,2,-4,36%,100,19%,1,2,-1
JonahP,G2,Map_2_2Abyss,Attack,Viper,1.07,216,9,9,2,0,73%,110,46%,2,0,+2
Cryocells,100T,Map_2_2Abyss,Attack,Jett,1.04,306,12,11,1,+1,67%,180,20%,1,2,-1
bang,100T,Map_2_2Abyss,Attack,Omen,0.96,189,9,10,5,-1,67%,129,40%,1,0,+1
Asuna,100T,Map_2_2Abyss,Attack,Gekko,1.13,238,10,11,3,-1,83%,150,58%,2,1,+1
eeiu,100T,Map_2_2Abyss,Attack,Sova,0.43,103,3,11,4,-8,42%,78,23%,0,0,0
Boostio,100T,Map_2_2Abyss,Attack,Cypher,0.33,84,4,12,2,-8,33%,71,44%,1,5,-4
valyn,G2,Map_2_2Abyss,Defend,Astra,2.12,340,16,5,5,+11,100%,235,26%,1,0,+1
trent,G2,Map_2_2Abyss,Defend,Sova,1.43,271,13,8,4,+5,92%,176,19%,1,1,0
leaf,G2,Map_2_2Abyss,Defend,Killjoy,1.03,203,10,7,1,+3,75%,141,42%,0,0,0
icy,G2,Map_2_2Abyss,Defend,Yoru,1.11,229,9,8,6,+1,83%,136,10%,4,2,+2
JonahP,G2,Map_2_2Abyss,Defend,Viper,0.34,154,6,10,2,-4,58%,100,7%,1,2,-1
Cryocells,100T,Map_2_2Abyss,Defend,Jett,1.24,320,13,8,0,+5,64%,165,24%,2,3,-1
bang,100T,Map_2_2Abyss,Defend,Omen,0.96,229,10,8,4,+2,82%,146,63%,1,1,0
Asuna,100T,Map_2_2Abyss,Defend,Gekko,0.74,163,5,8,7,-3,91%,119,25%,0,0,0
eeiu,100T,Map_2_2Abyss,Defend,Sova,1.30,206,8,5,2,+3,82%,145,32%,0,1,-1
Boostio,100T,Map_2_2Abyss,Defend,Cypher,0.71,179,6,7,6,-1,73%,123,16%,2,1,+1
