,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,1 Round 20 kamyk Click,,1 Round 21 Click Kada kamyk Minny,,1 Round 21 Minny,,,,,44,2,2
AtaKaptan FUT,,1 Round 8 Minny Kada,,,,,,,,,38,1,0
MrFaliN FUT,,2 Round 5 Minny Click Round 14 Click kamyk,3 Round 3 Minny Zyppan Click Round 8 Click kamyk Zyppan Round 11 kamyk Kada Minny,,,,,,,,74,2,1
yetujey FUT,,3 Round 2 Minny kamyk Round 5 kamyk Kada Round 12 Click Minny,,,,,,,,,33,2,0
xeus FUT,,2 Round 2 Kada Click Round 15 Click Zyppan,3 Round 4 Click Minny Zyppan Round 13 Click kamyk Kada Round 17 Click Minny Zyppan,,,,,,,,49,0,0
Zyppan M8,,3 Round 1 yetujey xeus Round 6 qRaxs xeus Round 22 AtaKaptan qRaxs,,,,1 Round 12 yetujey,,,,,45,4,0
kamyk M8,,7 Round 7 MrFaliN yetujey Round 9 AtaKaptan qRaxs Round 10 yetujey MrFaliN Round 15 yetujey MrFaliN Round 19 qRaxs MrFaliN Round 22 xeus MrFaliN Round 23 qRaxs AtaKaptan,1 Round 18 qRaxs yetujey AtaKaptan,,,,,,,,69,3,1
Click M8,,2 Round 6 AtaKaptan MrFaliN Round 23 yetujey xeus,2 Round 16 AtaKaptan yetujey xeus Round 20 MrFaliN xeus yetujey,,,,,,,,52,0,0
Kada M8,,3 Round 4 AtaKaptan xeus Round 9 MrFaliN yetujey Round 10 xeus qRaxs,1 Round 15 xeus qRaxs AtaKaptan,,,,,,,,72,1,0
Minny M8,,2 Round 7 AtaKaptan qRaxs Round 21 yetujey MrFaliN,1 Round 1 MrFaliN qRaxs AtaKaptan,1 Round 12 MrFaliN qRaxs xeus AtaKaptan,,,,,,,49,1,1
