,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
saadhak KC,,1 Round 13 Click Zyppan,1 Round 10 kamyk Minny Kada,,,,,,,,60,1,0
SUYGETSU KC,,4 Round 2 Click Minny Round 10 Zyppan Click Round 11 kamyk Minny Round 14 Click Minny,,,,,,,,,72,0,0
Avez KC,,3 Round 7 Kada Click Round 9 Zyppan kamyk Round 11 Kada Zyppan,1 Round 15 Click Zyppan Kada,,,,,,,,83,1,1
marteen KC,,2 Round 2 kamyk Zyppan Round 4 kamyk Zyppan,3 Round 1 kamyk Click Kada Round 3 Kada Zyppan Minny Round 14 Zyppan Kada kamyk,,,,1 Round 1 Kada Click,,,,58,0,2
Elite KC,,2 Round 5 Click kamyk Round 15 Minny kamyk,2 Round 8 Zyppan kamyk Minny Round 12 Minny Kada kamyk,,,,,,,,60,1,0
Zyppan M8,,2 Round 12 saadhak marteen Round 13 marteen Avez,,,,,,,,,33,2,0
kamyk M8,,1 Round 4 Avez Elite,,,,,,,,,24,0,0
Click M8,,2 Round 3 Elite SUYGETSU Round 11 saadhak Elite,1 Round 6 Elite Avez SUYGETSU,1 Round 9 Elite saadhak marteen Avez,,1 Round 9 Avez,,,,,65,0,0
Kada M8,,2 Round 1 Elite Avez Round 6 saadhak marteen,,,,,,,,,39,1,0
Minny M8,,,,,,,,,,,19,2,0
