,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 11 invy 2GE,,,,,,,,,34,0,0
Killua TLN,,,2 Round 6 invy Jremy JessieVash Round 13 Jremy JessieVash invy,,1 Round 3 Jremy 2GE invy JessieVash Wild0reoo,1 Round 11 Wild0reoo,1 Round 6 Jremy JessieVash,1 Round 3 Wild0reoo invy JessieVash,,,51,3,3
JitBoyS TLN,,1 Round 14 invy Wild0reoo,,,,,,,,,39,0,1
primmie TLN,,2 Round 7 2GE Wild0reoo Round 8 Jremy JessieVash,1 Round 12 Wild0reoo JessieVash Jremy,,,,,,,,56,0,0
thyy TLN,,2 Round 2 2GE Jremy Round 7 Jremy invy,,,,,,,,,49,1,0
JessieVash TS,,2 Round 6 thyy Crws Round 13 thyy JitBoyS,,,,,,,,,47,5,2
Jremy TS,,3 Round 1 primmie thyy Round 6 primmie JitBoyS Round 18 JitBoyS Crws,3 Round 2 Killua primmie Crws Round 14 Crws JitBoyS Killua Round 15 Crws thyy Killua,,,,,,,,66,3,0
invy TS,,3 Round 1 Crws JitBoyS Round 3 Crws primmie Round 4 primmie Crws,1 Round 8 Killua primmie JitBoyS,1 Round 10 thyy JitBoyS Killua Crws,,,,,,,84,3,1
2GE TS,,3 Round 12 thyy Crws Round 16 Killua Crws Round 17 primmie thyy,1 Round 9 Crws primmie thyy,,,,,,,,51,0,0
Wild0reoo TS,,3 Round 4 thyy Killua Round 8 Crws thyy Round 13 Killua Crws,2 Round 5 JitBoyS primmie Killua Round 11 primmie JitBoyS thyy,,,1 Round 13 Crws,,,,,50,0,1
