,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,4 Round 1 leaf trent Round 5 icy valyn Round 7 leaf icy Round 13 leaf JonahP,1 Round 4 JonahP leaf icy,,,,,,,,63,1,0
Sacy SEN,,1 Round 15 valyn icy,,,,,,,,,53,4,3
Zellsis SEN,,2 Round 3 leaf icy Round 11 leaf icy,1 Round 16 valyn JonahP leaf,1 Round 14 leaf trent icy valyn,,,,,,,33,0,0
johnqt SEN,,1 Round 17 icy JonahP,2 Round 9 leaf JonahP icy Round 18 valyn leaf trent,,1 Round 19 leaf icy trent JonahP valyn,,,,,,61,4,1
zekken SEN,,1 Round 3 valyn trent,,,,,,,,,38,1,0
valyn G2,,2 Round 14 Sacy zekken Round 15 zekken johnqt,,,,,,,,,31,1,1
JonahP G2,,3 Round 8 Sacy johnqt Round 13 zekken Zellsis Round 14 TenZ Zellsis,,,,,1 Round 14 johnqt Zellsis,,,,54,1,1
leaf G2,,1 Round 2 Zellsis johnqt,1 Round 10 zekken TenZ Zellsis,,,,,,,,46,1,1
icy G2,,6 Round 1 Sacy TenZ Round 5 johnqt Zellsis Round 6 TenZ johnqt Round 10 johnqt Sacy Round 12 zekken johnqt Round 21 TenZ Sacy,1 Round 7 Sacy johnqt Zellsis,,,,,,,,68,0,1
trent G2,,,2 Round 5 Sacy TenZ zekken Round 17 Sacy zekken johnqt,1 Round 22 TenZ Zellsis Sacy johnqt,,1 Round 5 zekken,,1 Round 17 johnqt Sacy zekken,,,68,6,2
