,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
baddyG MKOI,,2 Round 4 Boaster Alfajer Round 13 Boaster Alfajer,,1 Round 6 crashies kaajak Boaster Alfajer,,,,,,,39,1,0
MONSTEERR MKOI,,2 Round 12 Alfajer crashies Round 13 crashies Chronicle,,,,,,,,,32,0,0
flyuh MKOI,,,,1 Round 16 Boaster kaajak crashies Chronicle,,,,,,,28,3,0
Filu MKOI,,3 Round 3 crashies Alfajer Round 4 crashies Chronicle Round 19 kaajak Alfajer,1 Round 14 Boaster kaajak Chronicle,,,,,,,,56,0,1
nataNk MKOI,,3 Round 5 Boaster kaajak Round 10 Chronicle crashies Round 11 kaajak Alfajer,1 Round 7 kaajak Chronicle Alfajer,,,2 Round 5 crashies Round 6 Chronicle,,,,,64,0,2
crashies FNC,,4 Round 7 Filu nataNk Round 9 baddyG flyuh Round 15 MONSTEERR nataNk Round 18 nataNk flyuh,2 Round 5 Filu baddyG flyuh Round 20 flyuh nataNk baddyG,,,,,,,,88,4,1
Boaster FNC,,6 Round 3 flyuh baddyG Round 7 flyuh MONSTEERR Round 8 nataNk Filu Round 11 flyuh nataNk Round 13 Filu flyuh Round 17 Filu baddyG,,,,,,,,,51,3,0
Chronicle FNC,,1 Round 17 MONSTEERR flyuh,,,,,,,,,57,1,0
kaajak FNC,,2 Round 8 baddyG MONSTEERR Round 9 MONSTEERR Filu,2 Round 3 Filu MONSTEERR nataNk Round 19 MONSTEERR nataNk baddyG,,,,1 Round 3 nataNk MONSTEERR,,,,50,2,0
Alfajer FNC,,3 Round 6 MONSTEERR Filu Round 11 MONSTEERR Filu Round 15 flyuh Filu,3 Round 2 flyuh MONSTEERR baddyG Round 4 flyuh nataNk MONSTEERR Round 10 Filu MONSTEERR nataNk,1 Round 1 Filu flyuh baddyG nataNk,,,,,,,76,0,0
