,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
baddyG MKOI,,,1 Round 4 crashies Alfajer Chronicle,,,,,,,,50,0,0
MONSTEERR MKOI,,3 Round 3 kaajak crashies Round 8 Chronicle kaajak Round 17 Boaster Chronicle,,,,,,,,,33,0,0
flyuh MKOI,,1 Round 15 Boaster Chronicle,3 Round 5 kaajak Boaster Chronicle Round 6 kaajak crashies Chronicle Round 16 Boaster kaajak crashies,,,,1 Round 5 Chronicle Boaster,1 Round 16 crashies kaajak Boaster,,,64,8,1
Filu MKOI,,2 Round 7 Alfajer Chronicle Round 16 Alfajer Chronicle,1 Round 1 Boaster Alfajer kaajak Filu,,,,,,,,36,1,1
nataNk MKOI,,2 Round 10 Alfajer kaajak Round 15 kaajak Alfajer,1 Round 9 Boaster kaajak crashies,1 Round 23 kaajak Alfajer Boaster crashies,,,,,,,50,1,1
crashies FNC,,3 Round 3 Filu baddyG Round 11 flyuh baddyG Round 22 nataNk Filu,,1 Round 20 flyuh baddyG MONSTEERR Filu,,,,,,,61,1,1
Boaster FNC,,3 Round 8 MONSTEERR baddyG Round 12 nataNk Filu Round 21 baddyG Filu,2 Round 7 nataNk Filu MONSTEERR Round 14 nataNk Filu baddyG,,,,1 Round 8 baddyG MONSTEERR,,,,57,3,0
Chronicle FNC,,2 Round 1 nataNk MONSTEERR Round 23 MONSTEERR Filu,,,,,,,,,41,1,0
kaajak FNC,,3 Round 8 nataNk flyuh Round 13 nataNk Filu Round 19 flyuh MONSTEERR,1 Round 5 Filu MONSTEERR baddyG,,,1 Round 1 Filu,,,,,54,0,0
Alfajer FNC,,4 Round 2 Filu nataNk Round 12 flyuh baddyG Round 18 nataNk MONSTEERR Round 19 baddyG nataNk,1 Round 13 flyuh MONSTEERR baddyG,1 Round 24 nataNk Filu MONSTEERR flyuh,,,,,,,60,4,4
