,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,3 Round 4 Derke Less Round 6 Kicks Derke Round 20 Derke trexx,1 Round 9 Kicks Sayf trexx,,,,,,,,55,5,0
MaKo DRX,,5 Round 17 Less Derke Round 18 trexx Derke Round 21 Kicks Sayf Round 23 Derke Sayf Round 24 Derke trexx,2 Round 10 Less Derke Kicks Round 20 Kicks Less Sayf,1 Round 12 Derke Less Kicks trexx,,,,,,,80,0,0
BeYN DRX,,2 Round 3 Less Kicks Round 19 Kicks trexx,1 Round 1 Derke Kicks Less,,,3 Round 1 Less Round 4 trexx Round 10 trexx,,,,,50,4,2
HYUNMIN DRX,,1 Round 15 Less Kicks,1 Round 16 Sayf Derke trexx,,,,,,,,36,1,0
Flashback DRX,,4 Round 8 trexx Less Round 17 Sayf Kicks Round 21 trexx Derke Round 23 Less Kicks,,1 Round 7 Derke Kicks Sayf trexx,,,,,,,48,0,0
Sayf VIT,,,1 Round 13 MaKo HYUNMIN BeYN,,,,,,,,29,2,1
trexx VIT,,2 Round 10 HYUNMIN MaKo Round 22 MaKo HYUNMIN,1 Round 4 Flashback HYUNMIN BeYN,,,,,,,,70,2,0
Derke VIT,,5 Round 1 MaKo HYUNMIN Round 2 free1ng BeYN Round 6 Flashback BeYN Round 17 BeYN Flashback Round 23 BeYN free1ng,2 Round 5 HYUNMIN MaKo free1ng Round 14 HYUNMIN BeYN free1ng,1 Round 8 free1ng HYUNMIN MaKo Flashback,1 Round 15 HYUNMIN MaKo free1ng BeYN Flashback,1 Round 15 Flashback,,,,,76,1,1
Less VIT,,2 Round 11 MaKo BeYN Round 19 BeYN free1ng,,,,,1 Round 19 free1ng BeYN,,,,45,0,1
Kicks VIT,,4 Round 2 HYUNMIN MaKo Round 4 free1ng MaKo Round 19 HYUNMIN MaKo Round 21 free1ng HYUNMIN,,,,,,,,,39,3,0
