,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,7,5,,,1,,,,,61,9,1
MaKo DRX,,10,2,1,,1,,,,,56,5,0
BeYN DRX,,6,3,,,3,,,,,48,11,2
HYUNMIN DRX,,9,5,1,,,,,,,49,2,2
Flashback DRX,,7,2,1,,,,,,,47,0,1
Sayf VIT,,7,1,,,1,,,,,37,5,2
trexx VIT,,9,1,,,,,,,,58,5,1
Derke VIT,,9,6,2,1,2,,,,,68,3,2
Less VIT,,10,2,,,1,2,,,,51,1,2
Kicks VIT,,8,4,,,2,1,,,,51,9,3
