,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 6 Alfajer Boaster,,,,,,,,,36,1,0
Kushy RRQ,,3 Round 10 kaajak Alfajer Round 15 crashies kaajak Round 17 crashies Chronicle,,,1 Round 21 crashies Boaster Chronicle Alfajer Boaster,,1 Round 21 Boaster Alfajer,,,,72,3,1
xffero RRQ,,3 Round 8 crashies Alfajer Round 16 kaajak Chronicle Round 20 Chronicle crashies,,1 Round 12 crashies Alfajer kaajak Boaster,,,1 Round 12 kaajak Boaster,,,,49,0,1
Monyet RRQ,,1 Round 19 crashies Alfajer,,,,,,,,,28,3,0
Jemkin RRQ,,1 Round 20 kaajak Alfajer,3 Round 5 kaajak Alfajer Boaster Round 7 kaajak crashies Chronicle Round 18 Alfajer Boaster Chronicle,,,,,,,,53,0,0
crashies FNC,,3 Round 4 xffero Kushy Round 13 Jemkin Kushy Round 22 Jemkin xffero,1 Round 16 Kushy xffero Monyet,,,,1 Round 16 xffero Monyet,,,,55,3,1
Boaster FNC,,2 Round 13 Monyet xffero Round 23 Kushy Jemkin,,,,,,,,,36,3,1
Chronicle FNC,,3 Round 1 Monyet Jemkin Round 9 Kushy Jemkin Round 11 Monyet Jemkin,2 Round 2 Kushy Monyet xffero Round 19 crazyguy Kushy Monyet,1 Round 10 Monyet Kushy xffero Jemkin,1 Round 14 Jemkin Kushy Monyet xffero crazyguy,,,,,,104,1,1
kaajak FNC,,,,,,,,,,,35,1,0
Alfajer FNC,,5 Round 1 Kushy xffero Round 6 Jemkin Kushy Round 7 Monyet Jemkin Round 11 crazyguy Kushy Round 12 crazyguy Jemkin,1 Round 23 crazyguy xffero Monyet,,,,,,,,52,1,0
