,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,3 Round 7 marteen Elite Round 15 Avez marteen Round 16 saadhak Avez,,,,,,,,,52,4,0
nAts TL,,2 Round 5 Elite SUYGETSU Round 10 saadhak Avez,,,,,,,,,46,1,0
keiko TL,,4 Round 7 saadhak Avez Round 8 SUYGETSU marteen Round 14 marteen Avez Round 16 SUYGETSU Elite,,1 Round 11 saadhak Avez Elite SUYGETSU,,,,,,,91,1,0
kamo TL,,3 Round 1 SUYGETSU Elite Round 13 marteen saadhak Round 19 saadhak marteen,1 Round 2 SUYGETSU marteen Elite,,,,,,,,56,0,0
Serial TL,,3 Round 4 marteen Elite Round 10 marteen Elite Round 19 SUYGETSU Elite,,,,,,,,,48,3,1
saadhak KC,,2 Round 2 paTiTek kamo Round 5 kamo paTiTek,,,,,,,,,43,1,0
SUYGETSU KC,,1 Round 14 keiko kamo,1 Round 15 nAts paTiTek keiko,,,1 Round 15 keiko,,,,,41,0,0
Avez KC,,2 Round 5 Serial nAts Round 8 paTiTek Serial,1 Round 12 kamo paTiTek Serial,,,1 Round 5 nAts,,,,,60,2,1
marteen KC,,,2 Round 1 nAts Serial kamo Round 17 keiko kamo paTiTek,1 Round 18 Serial paTiTek kamo nAts,,,,,,,65,0,0
Elite KC,,,,,,,,,,,45,1,0
