,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,15,3,1,,,,1,,,69,16,3
Boaster FNC,,6,2,,,1,,,,,44,10,0
Chronicle FNC,,9,4,2,,,,,,,64,5,1
kaajak FNC,,14,4,,,1,,,,,56,1,1
Alfajer FNC,,8,2,1,,,,,,,50,2,2
free1ng DRX,,4,4,,,3,,,,,45,0,2
MaKo DRX,,5,2,2,,,,,,,36,5,0
BeYN DRX,,9,2,,,,,,,,51,13,0
HYUNMIN DRX,,9,2,1,1,,,,,,50,1,0
Flashback DRX,,11,2,,,,,,,,43,2,0
