,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,2 Round 11 f0rsakeN something Round 12 Jinggg f0rsakeN,2 Round 4 f0rsakeN d4v41 something Round 21 mindfreak something d4v41,1 Round 15 mindfreak f0rsakeN Jinggg something,,,,,,,65,0,0
qRaxs FUT,,3 Round 3 f0rsakeN mindfreak Round 8 f0rsakeN mindfreak Round 13 something mindfreak,1 Round 20 something Jinggg d4v41,,,,,,,,48,4,3
AtaKaptan FUT,,4 Round 7 something Jinggg Round 11 d4v41 mindfreak Round 16 f0rsakeN mindfreak AtaKaptan Round 19 d4v41 f0rsakeN,,,,,,,,,49,1,0
MrFaliN FUT,,4 Round 5 f0rsakeN Jinggg Round 13 d4v41 f0rsakeN Round 20 f0rsakeN mindfreak Round 22 f0rsakeN Jinggg,,,,1 Round 20 mindfreak,,,,,44,5,1
yetujey FUT,,4 Round 1 f0rsakeN Jinggg Round 7 f0rsakeN mindfreak Round 14 something f0rsakeN Round 19 Jinggg something,2 Round 9 d4v41 mindfreak something Round 10 f0rsakeN d4v41 mindfreak,,,,,,,,60,0,0
Jinggg PRX,,4 Round 1 MrFaliN cNed Round 6 MrFaliN AtaKaptan Round 22 AtaKaptan yetujey Round 24 qRaxs AtaKaptan,1 Round 2 qRaxs cNed MrFaliN,,,,,,,,56,1,0
mindfreak PRX,,3 Round 20 qRaxs yetujey Round 22 MrFaliN qRaxs Round 23 MrFaliN AtaKaptan,3 Round 7 AtaKaptan qRaxs cNed Round 9 MrFaliN AtaKaptan cNed Round 12 yetujey MrFaliN cNed,,,,,,,,62,1,0
f0rsakeN PRX,,2 Round 9 qRaxs yetujey f0rsakeN Round 20 AtaKaptan cNed,,,,1 Round 9 yetujey,,,,,33,2,1
d4v41 PRX,,3 Round 5 cNed yetujey Round 8 MrFaliN yetujey Round 17 qRaxs MrFaliN,2 Round 1 AtaKaptan qRaxs yetujey d4v41 Round 21 MrFaliN qRaxs yetujey,,,,1 Round 21 yetujey cNed,1 Round 1 AtaKaptan qRaxs yetujey,,,54,1,1
something PRX,,3 Round 10 yetujey MrFaliN Round 18 yetujey MrFaliN Round 24 cNed MrFaliN,,,,,,,,,59,6,2
