,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,,,1 Round 12 tex C0M kiNgg aspas valyn,,,1 Round 12 aspas kiNgg,,,,27,0,0
JonahP G2,,1 Round 6 tex kiNgg,,2 Round 2 kiNgg C0M tex aspas Round 16 tex Mazino aspas kiNgg,,,,,,,51,1,0
leaf G2,,1 Round 6 Mazino C0M,1 Round 11 aspas tex Mazino,,,,,,,,48,0,0
icy G2,,2 Round 1 kiNgg aspas Round 13 tex kiNgg,,,,1 Round 11 C0M,1 Round 5 C0M aspas,,,,36,2,1
trent G2,,3 Round 7 C0M Mazino Round 15 tex Mazino Round 18 aspas Mazino,,,,,,,,,48,7,0
C0M LEV,,4 Round 6 valyn JonahP Round 8 leaf trent Round 11 JonahP leaf Round 17 JonahP trent,1 Round 3 leaf icy JonahP,,,,,,,,92,0,1
tex LEV,,,,,,,,,,,28,0,0
Mazino LEV,,,,2 Round 1 trent valyn JonahP icy Round 10 JonahP trent leaf valyn,,,,,,,52,5,2
aspas LEV,,5 Round 7 trent icy Round 9 leaf trent Round 12 JonahP trent Round 15 leaf trent Round 18 leaf valyn,1 Round 13 valyn JonahP trent,,,1 Round 2 JonahP,,,,,61,0,2
kiNgg LEV,,4 Round 2 trent valyn Round 11 valyn trent Round 12 leaf icy Round 16 leaf icy,,1 Round 4 valyn icy trent JonahP,,,,,,,71,0,1
