,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,1 Round 16 crashies Boaster,1 Round 13 Boaster kaajak crashies,,,,,,,,39,0,1
Derke VIT,,2 Round 2 Boaster Chronicle Round 13 Chronicle Alfajer,,,,,,,,,45,0,1
Less VIT,,4 Round 1 Chronicle crashies Round 2 kaajak crashies Round 8 kaajak Alfajer Round 14 Boaster crashies,,,,,,,,,42,0,0
Kicks VIT,,2 Round 6 kaajak crashies Round 11 Boaster Chronicle,,,,1 Round 11 Chronicle,,,,,46,3,1
CyvOph VIT,,2 Round 9 Alfajer kaajak Round 11 kaajak crashies,1 Round 4 Alfajer kaajak crashies CyvOph,,,,,,,,48,0,0
crashies FNC,,1 Round 18 Kicks Sayf,2 Round 1 Kicks CyvOph Sayf Round 8 Kicks Less Derke,,,2 Round 4 CyvOph Round 8 Derke,,,,,49,4,0
Boaster FNC,,,1 Round 9 Kicks Sayf Less,,,,,,,,44,3,0
Chronicle FNC,,4 Round 11 CyvOph Sayf Round 17 Derke CyvOph Round 18 CyvOph Less Round 19 Derke Sayf,1 Round 16 Less Derke CyvOph,1 Round 12 Derke CyvOph Kicks Sayf,,,,,,,69,1,0
kaajak FNC,,1 Round 15 Kicks CyvOph,2 Round 4 Derke Less Sayf Round 17 Sayf Kicks Less,,,,,,,,43,2,1
Alfajer FNC,,1 Round 10 Less Sayf,,1 Round 3 Sayf CyvOph Derke Kicks,,,,,,,46,1,0
