,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,6 Round 5 Chronicle Alfajer Round 7 crashies Alfajer Round 16 Chronicle Boaster Round 18 Boaster kaajak Round 20 Alfajer crashies Round 23 Alfajer crashies,1 Round 12 Chronicle crashies kaajak,,,,,,,,35,1,1
Derke VIT,,2 Round 15 kaajak Alfajer Round 17 Boaster Chronicle,,1 Round 32 Chronicle Alfajer Boaster kaajak,,1 Round 34 crashies,1 Round 32 kaajak Boaster,,,,34,3,2
Less VIT,,5 Round 6 Chronicle kaajak Round 11 Chronicle Boaster Round 28 Alfajer Chronicle Round 30 Alfajer kaajak Round 33 kaajak Chronicle,2 Round 13 Chronicle Boaster crashies Round 14 kaajak crashies Boaster,,,,1 Round 18 Alfajer Chronicle,,,,45,0,1
Kicks VIT,,5 Round 1 crashies kaajak Round 2 kaajak crashies Round 8 crashies Alfajer Round 11 Alfajer crashies Round 15 Boaster Chronicle,,1 Round 26 kaajak Boaster crashies Alfajer,,,,,,,42,6,1
CyvOph VIT,,2 Round 19 Alfajer Boaster Round 29 Chronicle kaajak,,,,,,,,,32,0,0
crashies FNC,,4 Round 4 Less CyvOph Round 15 CyvOph Kicks crashies Round 21 Sayf Derke Round 34 Less Sayf,1 Round 25 Sayf CyvOph Derke,,,1 Round 15 Kicks,,,,,36,4,0
Boaster FNC,,6 Round 1 Less Kicks Round 3 CyvOph Kicks Round 5 CyvOph Sayf Round 9 Kicks CyvOph Round 11 Sayf CyvOph Round 12 Derke Kicks,1 Round 2 Sayf Less Kicks,,,,,,,,55,1,2
Chronicle FNC,,3 Round 13 Kicks Sayf Round 15 Derke Less Round 30 Less Derke,3 Round 7 Sayf Derke CyvOph Round 14 Derke Less Sayf Round 18 Derke Sayf Kicks,,,,,,,,38,1,0
kaajak FNC,,5 Round 4 Kicks Sayf Round 5 Derke Less Round 27 Sayf CyvOph Round 30 Sayf Kicks Round 32 Less Sayf,2 Round 3 Sayf Less Derke Round 9 Less Sayf Derke,1 Round 31 Derke Sayf Kicks Less,,,,,,,41,1,0
Alfajer FNC,,5 Round 1 Derke CyvOph Round 6 CyvOph Sayf Round 19 Derke Sayf Round 21 Less Kicks Round 22 Less Kicks,1 Round 24 Derke CyvOph Kicks,,,1 Round 12 Sayf,,,,,36,2,2
