,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,1 Round 6 kaajak Alfajer,2 Round 9 Boaster kaajak crashies Sayf Round 12 Boaster crashies Chronicle,,,,,,,,48,5,1
Derke VIT,,2 Round 2 Boaster Alfajer Round 9 Chronicle Alfajer,,,,,,,,,29,3,0
Less VIT,,2 Round 13 Alfajer Chronicle Round 17 crashies kaajak,,,,,,,,,49,1,0
Kicks VIT,,,,,,,,,,,36,2,0
CyvOph VIT,,5 Round 1 Boaster kaajak Round 3 crashies Alfajer Round 8 Alfajer Boaster Round 18 kaajak crashies Round 19 Chronicle Alfajer,2 Round 4 Boaster Chronicle Alfajer Round 5 Chronicle Alfajer Boaster,,,,,,,,74,0,0
crashies FNC,,2 Round 11 Kicks Less Round 19 Sayf Kicks,1 Round 6 CyvOph Kicks Sayf,,,1 Round 6 Sayf,,,,,42,3,2
Boaster FNC,,3 Round 7 Sayf Kicks Round 11 Derke Sayf Round 14 Derke Kicks,2 Round 13 Kicks Derke Less Round 19 Derke Less CyvOph,,,,,1 Round 13 Less Derke Kicks,,,54,7,0
Chronicle FNC,,,,,,,,,,,46,0,0
kaajak FNC,,4 Round 1 Less Sayf Round 14 Less CyvOph Round 21 CyvOph Less Round 23 Derke Kicks,1 Round 16 Less Sayf Derke,,,,,,,,59,0,0
Alfajer FNC,,4 Round 7 Less CyvOph Round 12 Less CyvOph Round 20 Kicks Sayf Round 23 Sayf Less,1 Round 22 Less Kicks Sayf,,,,,,,,42,1,0
