,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 4 Wo0t MiniBoo Round 17 Wo0t MiniBoo,,,,1 Round 5 RieNs,,,,,46,1,1
tex LEV,,1 Round 19 benjyfishy MiniBoo,1 Round 18 RieNs benjyfishy MiniBoo,,,,1 Round 10 Boo RieNs,,,,40,0,1
Mazino LEV,,3 Round 14 MiniBoo Boo Round 16 Wo0t benjyfishy Round 23 RieNs Wo0t,2 Round 13 Wo0t MiniBoo benjyfishy Round 22 Wo0t Boo RieNs,,,,,,,,63,9,1
aspas LEV,,4 Round 6 Boo RieNs Round 12 Wo0t MiniBoo Round 15 benjyfishy MiniBoo Round 17 benjyfishy RieNs,4 Round 1 Wo0t Boo benjyfishy Round 3 benjyfishy Wo0t Boo Round 8 MiniBoo Wo0t benjyfishy Round 14 benjyfishy Wo0t RieNs,,,,,,,,81,1,1
kiNgg LEV,,2 Round 5 Wo0t benjyfishy Round 10 Wo0t benjyfishy,,,,,,,,,47,0,0
Boo TH,,1 Round 10 kiNgg tex,,,,,,,,,38,8,0
RieNs TH,,2 Round 1 C0M Mazino Round 6 C0M tex,1 Round 12 Mazino aspas tex,,,,,,,,57,0,0
MiniBoo TH,,5 Round 1 tex aspas MiniBoo Round 2 aspas tex Round 6 Mazino kiNgg Round 7 C0M aspas Round 20 tex kiNgg,,,,,,,,,51,0,2
Wo0t TH,,1 Round 9 tex C0M,,,,,,,,,37,0,0
benjyfishy TH,,4 Round 2 kiNgg Mazino Round 5 Mazino aspas Round 9 aspas kiNgg Round 21 kiNgg aspas,1 Round 16 aspas C0M tex,,,1 Round 6 aspas,,,,,56,4,0
