,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 7 Karon Ash Round 19 Foxy9 Ash Round 21 Karon Munchkin Round 22 Karon Foxy9,1 Round 20 t3xture Ash Munchkin,,,,,,,,65,0,0
MaKo DRX,,2 Round 3 t3xture Munchkin Round 17 Karon Munchkin,1 Round 8 Munchkin t3xture Karon,,,,,,,,49,1,0
BeYN DRX,,3 Round 12 Foxy9 Munchkin Round 13 t3xture Ash Round 22 t3xture Ash,,1 Round 14 t3xture Ash Munchkin Karon,,,,,,,52,0,1
Estrella DRX,,,1 Round 16 t3xture Foxy9 Munchkin,,,,,,,,36,2,0
HYUNMIN DRX,,2 Round 12 t3xture Ash Round 13 Karon Foxy9,2 Round 15 Foxy9 Munchkin t3xture Round 21 Ash Foxy9 t3xture,1 Round 11 t3xture Foxy9 Karon Munchkin,,,1 Round 11 Munchkin Karon,,,,67,1,0
Munchkin GEN,,1 Round 5 Estrella MaKo,,,,,,,,,33,2,0
t3xture GEN,,7 Round 1 free1ng HYUNMIN Round 2 free1ng BeYN Round 5 free1ng BeYN Round 6 free1ng BeYN Round 10 HYUNMIN free1ng Round 18 free1ng HYUNMIN Round 22 free1ng Estrella,1 Round 9 BeYN HYUNMIN MaKo,,,,,,,,56,0,0
Foxy9 GEN,,2 Round 1 MaKo Estrella Round 13 Estrella free1ng,1 Round 4 HYUNMIN BeYN MaKo,,,,,,,,45,0,0
Ash GEN,,1 Round 3 HYUNMIN MaKo,,,,,,,,,36,0,0
Karon GEN,,4 Round 2 Estrella HYUNMIN Round 10 MaKo BeYN Round 11 MaKo BeYN Round 14 HYUNMIN free1ng,,,,,,,,,61,0,0
