,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,2 Round 9 Karon Foxy9 Round 10 Foxy9 t3xture,1 Round 6 t3xture Foxy9 Ash,,,,,,,,53,2,1
MaKo DRX,,2 Round 2 t3xture Karon Round 20 Munchkin Ash,1 Round 13 Ash t3xture Foxy9,1 Round 12 t3xture Ash Karon Munchkin,,1 Round 12 Munchkin,,,,,58,1,1
BeYN DRX,,3 Round 1 Foxy9 Karon Round 9 t3xture Munchkin Round 18 t3xture Foxy9,,,,,,,,,53,0,0
Estrella DRX,,2 Round 8 Munchkin Karon Round 18 Ash Karon,,,,,,,,,45,5,1
HYUNMIN DRX,,5 Round 13 Munchkin Karon Round 15 Foxy9 Munchkin Round 21 Karon Munchkin Round 22 t3xture Ash Round 23 Karon Foxy9,2 Round 7 t3xture Munchkin Karon Round 14 t3xture Ash Karon,,,,1 Round 7 Munchkin Karon,,,,51,1,0
Munchkin GEN,,2 Round 7 MaKo BeYN Round 16 HYUNMIN free1ng,,,,,,,,,34,4,0
t3xture GEN,,3 Round 1 MaKo free1ng Round 15 MaKo HYUNMIN Round 19 free1ng HYUNMIN,,,,2 Round 15 HYUNMIN Round 20 MaKo,,,,,44,1,2
Foxy9 GEN,,2 Round 17 MaKo Estrella Round 19 MaKo Estrella,2 Round 5 free1ng MaKo HYUNMIN Round 15 free1ng BeYN Estrella,,,,,,,,66,0,1
Ash GEN,,3 Round 7 free1ng Estrella Round 20 HYUNMIN BeYN Round 21 Estrella BeYN,2 Round 3 free1ng HYUNMIN BeYN Round 16 MaKo Estrella BeYN,,,,,,,,52,0,1
Karon GEN,,1 Round 20 Estrella free1ng,,,,,,,,,37,2,0
