,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,1 Round 3 v1c OXY,1 Round 10 mitch OXY neT,,,,,,,,29,4,2
tex LEV,,1 Round 20 mitch v1c,1 Round 21 OXY mitch neT,,,,,1 Round 21 mitch OXY neT,,,36,1,0
Okeanos LEV,,5 Round 6 Xeppaa neT Round 9 neT v1c Round 12 Xeppaa neT Round 18 OXY Xeppaa Round 19 OXY v1c,1 Round 7 OXY neT Xeppaa,,,1 Round 9 v1c,,,,,52,2,1
kiNgg LEV,,1 Round 2 Xeppaa neT,1 Round 8 mitch OXY Xeppaa,,1 Round 1 OXY v1c mitch Xeppaa neT,,,,,,61,0,0
Sato LEV,,5 Round 2 v1c mitch Round 4 OXY mitch Round 5 neT Xeppaa Round 9 OXY Xeppaa Round 21 Xeppaa v1c,2 Round 6 mitch OXY v1c Round 16 OXY mitch v1c,,,,,,,,58,0,1
mitch C9,,2 Round 15 Sato kiNgg Round 18 kiNgg Okeanos,1 Round 12 kiNgg Okeanos tex,1 Round 22 C0M tex kiNgg Okeanos,,,,,,,50,1,1
neT C9,,5 Round 8 Okeanos kiNgg Round 11 Okeanos Sato Round 12 C0M Sato Round 16 tex Okeanos Round 21 Sato C0M,,,,2 Round 8 kiNgg Round 19 tex,,,,,64,1,1
Xeppaa C9,,2 Round 13 C0M tex Round 18 Sato C0M,2 Round 8 tex C0M Sato Round 14 C0M tex Okeanos,,,1 Round 16 Sato,,,,,52,1,3
v1c C9,,4 Round 3 tex Okeanos Round 5 tex Sato Round 9 kiNgg Sato Round 19 Sato kiNgg,,,,,,,,,49,4,0
OXY C9,,2 Round 13 kiNgg Sato Round 15 Okeanos C0M,1 Round 17 tex Sato C0M,,1 Round 23 Sato C0M tex kiNgg Okeanos,,,,,,53,1,1
