,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 11 OXY neT Round 20 mitch Xeppaa,,,,1 Round 10 mitch,,,,,32,6,0
tex LEV,,3 Round 7 OXY Xeppaa Round 9 v1c neT Round 22 neT Xeppaa,,,,,,,,,33,1,0
Okeanos LEV,,5 Round 8 Xeppaa v1c Round 14 OXY Xeppaa Round 15 Xeppaa v1c Round 16 neT OXY Round 22 OXY mitch,2 Round 3 v1c Xeppaa neT Round 23 OXY Xeppaa neT,2 Round 10 Xeppaa OXY neT v1c Round 12 OXY mitch Xeppaa neT,,1 Round 15 neT,,,,,83,1,1
kiNgg LEV,,3 Round 3 mitch OXY Round 13 v1c neT Round 16 v1c Xeppaa,,,,,,,,,51,2,1
Sato LEV,,2 Round 15 mitch OXY Round 18 Xeppaa OXY,1 Round 14 neT v1c mitch,,,,,,,,36,0,1
mitch C9,,5 Round 2 Sato tex Round 7 Sato Okeanos Round 11 kiNgg C0M Round 13 tex kiNgg Round 17 Okeanos Sato,,,,,,,,,47,6,0
neT C9,,2 Round 11 Okeanos tex Round 22 Sato Okeanos,1 Round 15 Sato kiNgg tex,,,,,,,,47,1,0
Xeppaa C9,,6 Round 1 Okeanos kiNgg Round 2 Okeanos C0M Round 5 Sato tex Round 10 Sato tex Round 17 kiNgg C0M Round 20 kiNgg Okeanos,,,,1 Round 9 tex,,,,,58,0,2
v1c C9,,4 Round 5 C0M Okeanos Round 9 Okeanos C0M Round 18 kiNgg tex Round 23 tex Okeanos,,,,2 Round 5 Okeanos Round 22 tex,,,,,67,3,2
OXY C9,,4 Round 1 Sato C0M Round 18 C0M Okeanos Round 20 Sato tex Round 24 C0M kiNgg,1 Round 21 kiNgg tex C0M,,,,,,,,58,1,0
