,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,3 Round 11 Xeppaa v1c C0M Round 16 Xeppaa v1c Round 23 v1c Xeppaa,1 Round 12 v1c Xeppaa neT C0M,,,,,,,,56,6,0
tex LEV,,,,,,,,,,,32,1,0
Okeanos LEV,,4 Round 3 v1c mitch Round 11 neT OXY Round 16 OXY neT Round 18 v1c neT,1 Round 17 neT Xeppaa mitch,,,1 Round 20 neT,,,,,68,0,0
kiNgg LEV,,3 Round 2 neT v1c Round 10 neT mitch Round 19 mitch OXY,1 Round 8 OXY neT mitch,,,,,,,,51,1,0
Sato LEV,,9 Round 1 neT v1c Round 3 OXY neT Round 7 mitch Xeppaa Round 10 v1c OXY Round 13 v1c mitch Round 18 mitch OXY Round 20 mitch Xeppaa Round 22 neT v1c Round 23 neT mitch,,2 Round 15 mitch neT Xeppaa v1c Round 21 neT Xeppaa mitch OXY,,,,,,,91,3,1
mitch C9,,1 Round 2 kiNgg Sato,,,,,,,,,27,7,0
neT C9,,6 Round 1 C0M Okeanos Round 4 Sato C0M Round 8 C0M tex Round 9 Okeanos Sato Round 12 kiNgg Sato Round 13 C0M kiNgg,,,,1 Round 12 C0M,,,,,58,1,0
Xeppaa C9,,3 Round 9 tex kiNgg Round 10 tex Sato Round 23 Okeanos tex,,,,,,,,,39,1,0
v1c C9,,2 Round 20 C0M kiNgg Round 21 Okeanos kiNgg,,,,2 Round 8 kiNgg Round 11 C0M,,,,,33,1,0
OXY C9,,2 Round 1 tex kiNgg Round 11 Sato tex,1 Round 6 tex C0M Okeanos,1 Round 7 C0M Sato kiNgg tex OXY,,,,,,,45,1,0
