Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Pearl,1,"""0-1""",TH,Defenders,Elimination
1Pearl,2,"""0-2""",TH,Defenders,Defuse
1Pearl,3,"""0-3""",TH,Defenders,Elimination
1Pearl,4,"""0-4""",TH,Defenders,Defuse
1Pearl,5,"""1-4""",WOL,Attackers,Elimination
1Pearl,6,"""2-4""",WOL,Attackers,Elimination
1Pearl,7,"""3-4""",WOL,Attackers,Elimination
1Pearl,8,"""3-5""",TH,Defenders,Defuse
1Pearl,9,"""4-5""",WOL,Attackers,Elimination
1Pearl,10,"""4-6""",TH,Defenders,Elimination
1Pearl,11,"""4-7""",TH,Defenders,Elimination
1Pearl,12,"""4-8""",TH,Defenders,Elimination
1Pearl,13,"""4-9""",WOL,Attackers,Elimination
1Pearl,14,"""5-9""",TH,Defenders,Defuse
1Pearl,15,"""6-9""",TH,Defenders,Elimination
1Pearl,16,"""6-10""",WOL,Attackers,Spike Detonation
1Pearl,17,"""7-10""",TH,Defenders,Defuse
1Pearl,18,"""8-10""",TH,Defenders,Time Expired
1Pearl,19,"""8-11""",WOL,Attackers,Spike Detonation
1Pearl,20,"""9-11""",TH,Defenders,Time Expired
1Pearl,21,"""10-11""",TH,Defenders,Time Expired
1Pearl,22,"""10-12""",WOL,Attackers,Elimination
1Pearl,23,"""10-13""",WOL,Attackers,Elimination
1Pearl,24,"""""",,,
