,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
UdoTan GE,,1 Round 4 Wild0reoo invy,1 Round 12 ZesBeeW kellyS invy,,,,,,,,40,0,0
ban GE,,1 Round 5 Wild0reoo invy,2 Round 7 ZesBeeW invy n1zzy Round 20 ZesBeeW kellyS invy,,,,,,,,43,0,3
Kr1stal GE,,2 Round 3 kellyS Wild0reoo Round 4 kellyS n1zzy,3 Round 1 kellyS invy Wild0reoo Round 5 ZesBeeW kellyS n1zzy Round 22 kellyS invy ZesBeeW,,,2 Round 4 n1zzy Round 22 ZesBeeW,1 Round 1 invy Wild0reoo,,,,72,0,2
Papi GE,,2 Round 2 invy Wild0reoo Round 12 Wild0reoo n1zzy,,,,,,,,,48,2,0
yoman GE,,2 Round 9 n1zzy kellyS Round 17 ZesBeeW kellyS,2 Round 15 ZesBeeW Wild0reoo n1zzy Round 16 invy ZesBeeW n1zzy yoman,,,,,,,,66,3,0
ZesBeeW TS,,3 Round 11 Papi yoman Round 14 ban Kr1stal Round 22 Papi ban,1 Round 16 ban UdoTan Kr1stal,,,,,,,,40,0,0
kellyS TS,,2 Round 10 Papi ban Round 18 ban UdoTan,1 Round 19 yoman UdoTan Papi,,,,,,,,55,1,0
invy TS,,1 Round 8 Papi Kr1stal,,,,,,,,,40,4,0
Wild0reoo TS,,5 Round 1 yoman Papi Round 6 UdoTan Papi Round 14 Papi UdoTan Round 15 Kr1stal ban Round 20 ban UdoTan,1 Round 10 yoman UdoTan Kr1stal,,,1 Round 20 UdoTan,,,,,58,2,0
n1zzy TS,,5 Round 6 ban Kr1stal Round 7 ban UdoTan Round 18 yoman Papi Round 20 Kr1stal Papi Round 22 Kr1stal UdoTan,1 Round 21 ban UdoTan Kr1stal,1 Round 13 UdoTan Papi Kr1stal yoman,,,,,,,78,1,1
