,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pryze 2G,,4 Round 6 trent jawgemo Round 8 trent BABYBAY Round 14 BABYBAY trent Round 18 BABYBAY valyn,,,,2 Round 12 trent Round 18 valyn,,,,,66,1,1
lz 2G,,3 Round 4 JonahP trent Round 12 jawgemo valyn Round 18 jawgemo JonahP,,,,2 Round 1 trent Round 4 trent,,,,,47,1,1
silentzz 2G,,5 Round 1 jawgemo BABYBAY Round 7 BABYBAY JonahP Round 8 valyn JonahP Round 9 BABYBAY jawgemo Round 20 BABYBAY valyn,1 Round 15 valyn jawgemo BABYBAY,,,,,,,,53,0,1
gobera 2G,,1 Round 5 trent JonahP,,,,,,,,,31,0,0
spike 2G,,1 Round 5 valyn jawgemo,1 Round 4 valyn jawgemo BABYBAY,,,1 Round 5 jawgemo,,,,,47,2,0
BABYBAY G2,,1 Round 13 silentzz pryze,1 Round 8 lz spike gobera,,,,,,,,50,0,0
valyn G2,,1 Round 16 gobera silentzz,,,,,,,,,39,2,0
jawgemo G2,,9 Round 2 silentzz pryze Round 5 pryze lz Round 6 spike lz Round 7 lz spike Round 10 spike gobera Round 11 spike pryze Round 12 silentzz gobera Round 14 gobera pryze Round 21 gobera lz,,,,,,,,,66,1,1
JonahP G2,,4 Round 2 spike lz Round 16 lz pryze Round 18 silentzz spike Round 21 silentzz spike,1 Round 20 pryze gobera lz,,,,1 Round 6 silentzz pryze,,,,61,2,1
trent G2,,3 Round 12 lz spike Round 13 spike gobera Round 17 gobera pryze,2 Round 1 silentzz spike gobera Round 19 pryze silentzz spike,,,,,,,,61,4,0
