(BANK) BBL FUT (BANK),1 0.3k 0.2k,2 8.3k $$ 5.9k,3 0.4k $$$ $$ 16.4k,4 3.9k $$$ $$$ 4.8k,5 8.1k $ $$$ 9.4k,6 9.6k $$$ $$ 2.4k,7 8.3k $$ $$$ 7.1k,8 6.8k $$$ $ 12.6k,9 16.1k $$$ $$$ 4.1k,10 5.8k $$$ $$$ 12.2k,11 10.7k $$$ $$$ 1.9k,12 5.8k $$$ $$ 0.6k,,,,,,,,,,,,
(BANK) BBL FUT (BANK),13 0.3k 0.3k,14 0.3k $$ 8.5k,15 11.1k $$ $$$ 0.8k,16 1.0k $$$ $$$ 4.8k,17 5.4k $$$ 13.3k,18 15.3k $$$ $$$ 5.1k,19 4.1k $$$ $$$ 8.9k,20 5.3k $$ $$$ 18.6k,21 0.7k $$$ $$$ 18.5k,22 8.1k $ $$$ 14.7k,23 3.2k $$$ $$$ 23.3k,24 0.3k $$ $$$ 32.0k,,,,,,,,,,,,
(BANK) BBL FUT (BANK),25 1.2k $$$ $$$ 0.9k,26 1.2k $$$ $$$ 1.2k,27 0.9k $$$ $$$ 1.5k,28 0.9k $$$ $$$ 1.5k,29 1.5k $$$ $$$ 1.2k,30 0.8k $$$ $$$ 1.5k,31 1.2k $$$ $$$ 1.8k,32 0.8k $$$ $$$ 1.2k,33 0.9k $$$ $$$ 1.2k,34 0.6k $$$ $$$ 0.9k,35 0.9k $$$ $$$ 1.2k,36 0.7k $$$ $$$ 1.5k,37 0.9k $$$ $$$ 1.2k,38 0.9k $$$ $$$ 1.2k,39 0.9k $$$ $$$ 1.2k,40 0.9k $$$ $$$ 0.9k,41 0.9k $$$ $$$ 1.2k,42 0.9k $$$ $$$ 1.2k,43 0.9k $$$ $$$ 1.2k,44 0.9k $$$ $$$ 1.2k,45 0.9k $$$ $$$ 1.2k,46 0.9k $$$ $$$ 1.2k,47 0.9k $$$ $$$ 1.2k,48 1.0k $$$ $$$ 0.9k
