Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Life,FPX,Map_1_1Ascent,All,Jett,,325,21,9,3,+12,,189,27%,6,1,+5
Autumn,FPX,Map_1_1Ascent,All,Kayo,,292,17,8,13,+9,,190,23%,3,1,+2
Lysoar,FPX,Map_1_1Ascent,All,Omen,,270,16,7,8,+9,,181,29%,2,2,0
AAAAY,FPX,Map_1_1Ascent,All,Sova,,179,11,8,6,+3,,133,30%,0,1,-1
BerLIN,FPX,Map_1_1Ascent,All,Astra,,171,10,10,7,0,,123,17%,0,0,0
nephh,BLG,Map_1_1Ascent,All,Kayo,,205,12,15,4,-3,,149,28%,2,2,0
Flex1n,BLG,Map_1_1Ascent,All,Omen,,185,9,15,7,-6,,111,22%,0,2,-2
Knight,BLG,Map_1_1Ascent,All,Sova,,178,10,14,3,-4,,112,16%,0,1,-1
whzy,BLG,Map_1_1Ascent,All,Jett,,110,6,15,1,-9,,75,23%,2,5,-3
yosemite,BLG,Map_1_1Ascent,All,Killjoy,,102,5,16,3,-11,,73,33%,1,1,0
Life,FPX,Map_1_1Ascent,Attack,Jett,,,,,,,
Autumn,FPX,Map_1_1Ascent,Attack,Kayo,,,,,,,
Lysoar,FPX,Map_1_1Ascent,Attack,Omen,,,,,,,
AAAAY,FPX,Map_1_1Ascent,Attack,Sova,,,,,,,
BerLIN,FPX,Map_1_1Ascent,Attack,Astra,,,,,,,
nephh,BLG,Map_1_1Ascent,Attack,Kayo,,,,,,,
Flex1n,BLG,Map_1_1Ascent,Attack,Omen,,,,,,,
Knight,BLG,Map_1_1Ascent,Attack,Sova,,,,,,,
whzy,BLG,Map_1_1Ascent,Attack,Jett,,,,,,,
yosemite,BLG,Map_1_1Ascent,Attack,Killjoy,,,,,,,
Life,FPX,Map_1_1Ascent,Defend,Jett,,,,,,,
Autumn,FPX,Map_1_1Ascent,Defend,Kayo,,,,,,,
Lysoar,FPX,Map_1_1Ascent,Defend,Omen,,,,,,,
AAAAY,FPX,Map_1_1Ascent,Defend,Sova,,,,,,,
BerLIN,FPX,Map_1_1Ascent,Defend,Astra,,,,,,,
nephh,BLG,Map_1_1Ascent,Defend,Kayo,,,,,,,
Flex1n,BLG,Map_1_1Ascent,Defend,Omen,,,,,,,
Knight,BLG,Map_1_1Ascent,Defend,Sova,,,,,,,
whzy,BLG,Map_1_1Ascent,Defend,Jett,,,,,,,
yosemite,BLG,Map_1_1Ascent,Defend,Killjoy,,,,,,,
