,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,3 Round 2 zander Asuna Round 6 eeiu Cryocells Round 18 zander Boostio,2 Round 1 Boostio zander Cryocells Round 13 Boostio Cryocells zander,,,,1 Round 1 zander Cryocells,,,,64,0,0
johnqt SEN,,5 Round 4 eeiu Boostio Round 5 zander Asuna Round 6 Asuna zander Round 8 Asuna Boostio Round 18 Cryocells eeiu,1 Round 17 zander Boostio eeiu,,,,,,,,85,6,0
bang SEN,,1 Round 14 Asuna Boostio,,1 Round 11 Asuna zander eeiu Boostio,,,,,,,44,0,0
zekken SEN,,1 Round 14 Cryocells eeiu,1 Round 16 Cryocells Boostio zander,,1 Round 10 Asuna zander eeiu Cryocells Boostio,1 Round 10 Boostio,,,,,50,1,0
N4RRATE SEN,,2 Round 5 Cryocells eeiu Round 16 Asuna eeiu,,1 Round 9 zander Boostio Asuna Cryocells,,1 Round 13 Asuna,,,,,50,2,2
Asuna 100T,,3 Round 2 N4RRATE bang Round 5 Zellsis N4RRATE Round 12 johnqt Zellsis,,,,1 Round 15 N4RRATE,,,,,66,1,0
Boostio 100T,,1 Round 12 zekken N4RRATE,,,,,,,,,44,1,1
eeiu 100T,,4 Round 4 zekken N4RRATE Round 13 Zellsis johnqt Round 15 johnqt bang Round 17 bang N4RRATE,,,,,,,,,50,1,0
Cryocells 100T,,2 Round 1 N4RRATE johnqt Round 3 Zellsis johnqt,,,,,,,,,30,0,0
zander 100T,,3 Round 1 bang zekken Round 9 johnqt bang Round 10 Zellsis bang,,,,,,,,,54,0,0
