Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Corrode,1,"""1-0""",BME,Defenders,Elimination
2Corrode,2,"""2-0""",BME,Defenders,Elimination
2Corrode,3,"""2-1""",ZETA,Attackers,Elimination
2Corrode,4,"""2-2""",ZETA,Attackers,Elimination
2Corrode,5,"""2-3""",ZETA,Attackers,Elimination
2Corrode,6,"""2-4""",ZETA,Attackers,Spike Detonation
2Corrode,7,"""3-4""",BME,Defenders,Elimination
2Corrode,8,"""3-5""",ZETA,Attackers,Elimination
2Corrode,9,"""3-6""",ZETA,Attackers,Elimination
2Corrode,10,"""3-7""",ZETA,Attackers,Elimination
2Corrode,11,"""3-8""",ZETA,Attackers,Elimination
2Corrode,12,"""3-9""",ZETA,Attackers,Elimination
2Corrode,13,"""4-9""",ZETA,Attackers,Elimination
2Corrode,14,"""5-9""",ZETA,Attackers,Elimination
2Corrode,15,"""5-10""",BME,Defenders,Time Expired
2Corrode,16,"""5-11""",BME,Defenders,Defuse
2Corrode,17,"""6-11""",ZETA,Attackers,Elimination
2Corrode,18,"""7-11""",ZETA,Attackers,Spike Detonation
2Corrode,19,"""7-12""",BME,Defenders,Defuse
2Corrode,20,"""8-12""",ZETA,Attackers,Spike Detonation
2Corrode,21,"""9-12""",ZETA,Attackers,Spike Detonation
2Corrode,22,"""9-13""",BME,Defenders,Defuse
2Corrode,23,"""""",,,
2Corrode,24,"""""",,,
