Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
vo0kashu,DRG,All_Maps,All,"Viper, Vyse",1.19,217,50,41,17,+9,78%,153,30%,3,4,-1
Flex1n,DRG,All_Maps,All,"Omen, Astra",1.05,202,44,43,15,+1,73%,127,33%,3,6,-3
Nicc,DRG,All_Maps,All,"Kayo, Fade, Breach",0.95,184,36,46,35,-10,75%,123,25%,2,2,0
SpiritZ1,DRG,All_Maps,All,"Jett, Yoru",0.92,242,50,50,13,0,75%,153,35%,14,17,-3
Cangshu,DRG,All_Maps,All,"Killjoy, Viper, Fade",0.83,162,33,44,15,-11,57%,108,27%,2,7,-5
Smoggy,EDG,All_Maps,All,"Viper, Omen, Astra",1.31,210,45,34,30,+11,70%,141,30%,4,0,+4
CHICHOO,EDG,All_Maps,All,"Killjoy, Vyse",1.08,222,46,43,10,+3,77%,145,22%,7,2,+5
ZmjjKK,EDG,All_Maps,All,"Jett, Yoru, Chamber",1.02,253,51,46,17,+5,70%,150,16%,12,12,0
nobody,EDG,All_Maps,All,Tejo,0.99,212,46,42,12,+4,72%,137,27%,5,5,0
Jieni7,EDG,All_Maps,All,"Kayo, Deadlock, Yoru",0.83,168,36,48,28,-12,72%,116,23%,8,5,+3
vo0kashu,DRG,All_Maps,Attack,"Viper, Vyse",1.50,314,31,20,10,+11,89%,206,34%,1,0,+1
Flex1n,DRG,All_Maps,Attack,"Omen, Astra",1.22,228,23,19,8,+4,70%,130,20%,1,2,-1
Nicc,DRG,All_Maps,Attack,"Kayo, Fade, Breach",0.78,195,16,23,11,-7,70%,120,21%,1,2,-1
SpiritZ1,DRG,All_Maps,Attack,"Jett, Yoru",0.56,184,16,24,6,-8,67%,123,30%,4,10,-6
Cangshu,DRG,All_Maps,Attack,"Killjoy, Viper, Fade",0.44,88,8,21,7,-13,56%,64,36%,1,5,-4
Smoggy,EDG,All_Maps,Attack,"Viper, Omen, Astra",1.28,226,25,20,8,+5,73%,148,36%,2,0,+2
CHICHOO,EDG,All_Maps,Attack,"Killjoy, Vyse",1.45,268,31,21,4,+10,85%,179,22%,3,0,+3
ZmjjKK,EDG,All_Maps,Attack,"Jett, Yoru, Chamber",0.76,198,25,26,2,-1,55%,121,19%,8,10,-2
nobody,EDG,All_Maps,Attack,Tejo,0.79,185,22,24,5,-2,67%,128,33%,1,2,-1
Jieni7,EDG,All_Maps,Attack,"Kayo, Deadlock, Yoru",0.48,130,14,28,15,-14,67%,88,17%,3,4,-1
vo0kashu,DRG,All_Maps,Defend,"Viper, Vyse",0.93,165,19,21,7,-2,70%,111,24%,2,4,-2
Flex1n,DRG,All_Maps,Defend,"Omen, Astra",0.94,181,21,24,7,-3,76%,124,42%,2,4,-2
Nicc,DRG,All_Maps,Defend,"Kayo, Fade, Breach",1.08,189,20,23,24,-3,79%,125,28%,1,0,+1
SpiritZ1,DRG,All_Maps,Defend,"Jett, Yoru",1.21,289,34,26,7,+8,82%,177,42%,10,7,+3
Cangshu,DRG,All_Maps,Defend,"Killjoy, Viper, Fade",1.14,224,25,23,8,+2,58%,144,24%,1,2,-1
Smoggy,EDG,All_Maps,Defend,"Viper, Omen, Astra",1.34,205,20,14,22,+6,67%,131,20%,2,0,+2
CHICHOO,EDG,All_Maps,Defend,"Killjoy, Vyse",0.64,160,15,22,6,-7,67%,104,20%,4,2,+2
ZmjjKK,EDG,All_Maps,Defend,"Jett, Yoru, Chamber",1.36,276,26,20,15,+6,89%,185,15%,4,2,+2
nobody,EDG,All_Maps,Defend,Tejo,1.24,236,24,18,7,+6,78%,148,23%,4,3,+1
Jieni7,EDG,All_Maps,Defend,"Kayo, Deadlock, Yoru",1.25,225,22,20,13,+2,78%,150,29%,5,1,+4
