Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
happywei,XLG,Map_3_3Haven,All,Viper,1.59,314,24,11,7,+13,71%,207,35%,4,0,+4
NoMan,XLG,Map_3_3Haven,All,Killjoy,1.48,294,23,11,1,+12,86%,193,32%,3,0,+3
Rarga,XLG,Map_3_3Haven,All,Neon,1.14,237,19,14,2,+5,86%,158,47%,5,2,+3
coconut,XLG,Map_3_3Haven,All,Omen,0.98,134,8,10,16,-2,76%,77,27%,2,4,-2
Viva,XLG,Map_3_3Haven,All,Sova,0.97,129,10,10,6,0,86%,86,26%,1,0,+1
johnqt,SEN,Map_3_3Haven,All,Viper,1.16,195,15,13,3,+2,67%,132,36%,0,1,-1
bang,SEN,Map_3_3Haven,All,Omen,0.74,157,12,17,8,-5,57%,101,29%,1,2,-1
zekken,SEN,Map_3_3Haven,All,Neon,0.65,168,11,19,4,-8,52%,128,28%,2,7,-5
Zellsis,SEN,Map_3_3Haven,All,Killjoy,0.63,125,9,16,1,-7,67%,76,21%,3,4,-1
N4RRATE,SEN,Map_3_3Haven,All,Sova,0.58,139,9,19,6,-10,52%,97,11%,0,1,-1
happywei,XLG,Map_3_3Haven,Attack,Viper,1.48,313,14,7,2,+7,75%,194,37%,1,0,+1
NoMan,XLG,Map_3_3Haven,Attack,Killjoy,1.41,275,13,6,0,+7,83%,174,46%,1,0,+1
Rarga,XLG,Map_3_3Haven,Attack,Neon,0.99,229,9,9,1,0,75%,139,48%,5,1,+4
coconut,XLG,Map_3_3Haven,Attack,Omen,0.72,101,3,7,9,-4,67%,56,23%,1,2,-1
Viva,XLG,Map_3_3Haven,Attack,Sova,0.68,89,4,7,3,-3,75%,54,20%,1,0,+1
johnqt,SEN,Map_3_3Haven,Attack,Viper,1.03,153,5,7,1,-2,44%,110,38%,0,1,-1
bang,SEN,Map_3_3Haven,Attack,Omen,0.14,82,2,9,4,-7,44%,62,25%,0,1,-1
zekken,SEN,Map_3_3Haven,Attack,Neon,0.56,138,5,8,1,-3,56%,114,24%,0,2,-2
Zellsis,SEN,Map_3_3Haven,Attack,Killjoy,0.32,111,3,8,1,-5,67%,62,7%,3,2,+1
N4RRATE,SEN,Map_3_3Haven,Attack,Sova,0.81,174,5,9,2,-4,44%,124,8%,0,0,0
happywei,XLG,Map_3_3Haven,Defend,Viper,1.73,315,10,4,5,+6,67%,223,32%,3,0,+3
NoMan,XLG,Map_3_3Haven,Defend,Killjoy,1.57,322,10,5,1,+5,89%,218,22%,2,0,+2
Rarga,XLG,Map_3_3Haven,Defend,Neon,1.35,248,10,5,1,+5,100%,184,47%,0,1,-1
coconut,XLG,Map_3_3Haven,Defend,Omen,1.33,179,5,3,7,+2,89%,106,31%,1,2,-1
Viva,XLG,Map_3_3Haven,Defend,Sova,1.35,182,6,3,3,+3,100%,129,31%,0,0,0
johnqt,SEN,Map_3_3Haven,Defend,Viper,1.26,227,10,6,2,+4,83%,149,35%,0,0,0
bang,SEN,Map_3_3Haven,Defend,Omen,1.19,214,10,8,4,+2,67%,131,30%,1,1,0
zekken,SEN,Map_3_3Haven,Defend,Neon,0.71,191,6,11,3,-5,50%,138,32%,2,5,-3
Zellsis,SEN,Map_3_3Haven,Defend,Killjoy,0.87,136,6,8,0,-2,67%,87,32%,0,2,-2
N4RRATE,SEN,Map_3_3Haven,Defend,Sova,0.41,113,4,10,4,-6,58%,77,15%,0,1,-1
