,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinboong DFM,,3 Round 12 f0rsakeN PatMen Round 20 d4v41 PatMen Round 27 Jinggg something,1 Round 23 d4v41 something f0rsakeN,,,,,,,,41,2,1
Meiy DFM,,1 Round 14 f0rsakeN Jinggg,1 Round 19 d4v41 PatMen something,1 Round 10 something PatMen Jinggg f0rsakeN,,1 Round 19 something,,,,,41,1,0
Art DFM,,2 Round 6 PatMen something Round 12 something Jinggg,,,,,,,,,36,3,1
Akame DFM,,3 Round 4 d4v41 Jinggg Round 6 d4v41 Jinggg Round 17 something f0rsakeN,4 Round 1 d4v41 something Jinggg Round 2 Jinggg f0rsakeN PatMen Round 9 Jinggg something d4v41 Round 15 f0rsakeN d4v41 PatMen,2 Round 18 PatMen f0rsakeN d4v41 Jinggg Round 21 d4v41 PatMen Jinggg f0rsakeN,,,1 Round 6 d4v41 Jinggg,,,,80,1,1
gyen DFM,,4 Round 4 f0rsakeN something Round 16 Jinggg PatMen Round 25 f0rsakeN PatMen Round 28 PatMen f0rsakeN,1 Round 3 something Jinggg d4v41,,,1 Round 3 d4v41,,,,,41,2,0
Jinggg PRX,,6 Round 5 Akame Jinboong Round 7 gyen Art Round 8 Art gyen Round 18 Meiy Art Round 20 Art Jinboong Round 26 Art gyen,1 Round 23 Akame Art Jinboong,1 Round 13 Art Meiy gyen Jinboong,,1 Round 23 Jinboong,1 Round 20 Jinboong Art,,,,67,1,2
f0rsakeN PRX,,4 Round 7 Meiy Akame Round 14 Jinboong gyen Round 20 Akame gyen Round 26 Meiy Jinboong,,,,,,,,,34,0,1
d4v41 PRX,,3 Round 6 Meiy Art Round 10 Art Meiy Round 11 Jinboong Akame,2 Round 3 Akame Meiy Jinboong Round 24 Art Meiy gyen,,,1 Round 10 Meiy,,,,,57,1,1
PatMen PRX,,2 Round 14 Art Akame Round 27 Meiy gyen,,,,,,,,,21,7,0
something PRX,,4 Round 5 Meiy Art Round 11 Meiy Art Round 16 Art Jinboong Round 19 Akame gyen,3 Round 21 gyen Jinboong Art Round 22 Art Jinboong gyen Round 28 Meiy Art gyen,,,,,,,,56,0,0
