,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinboong DFM,,2 Round 15 d4v41 f0rsakeN Round 18 PatMen Jinggg,1 Round 6 PatMen something Jinggg,,,,,,,,47,0,2
Meiy DFM,,4 Round 1 f0rsakeN d4v41 Round 13 d4v41 something Round 16 PatMen something Round 17 PatMen d4v41,,,,,,,,,50,0,0
Art DFM,,1 Round 16 d4v41 f0rsakeN,,,,,,,,,33,0,0
Akame DFM,,1 Round 17 f0rsakeN Jinggg,,1 Round 8 something Jinggg d4v41 PatMen,,,,,,,44,6,0
gyen DFM,,3 Round 14 PatMen f0rsakeN Round 15 Jinggg PatMen Round 19 Jinggg d4v41,1 Round 3 f0rsakeN something PatMen,,,1 Round 15 PatMen,,,,,58,2,2
Jinggg PRX,,2 Round 1 Meiy Akame Round 5 Jinboong Meiy,2 Round 9 gyen Art Meiy Round 11 Akame Meiy Art,,,,,,,,58,0,0
f0rsakeN PRX,,2 Round 4 Akame Art Round 7 gyen Jinboong,,,,,,,,,48,0,0
d4v41 PRX,,3 Round 10 Akame Meiy Round 14 gyen Jinboong Round 19 Meiy Akame,,,,,,,,,51,0,4
PatMen PRX,,5 Round 3 Jinboong Art Round 12 Akame Meiy Round 14 Akame Art Round 15 Akame Art Round 20 Jinboong gyen,1 Round 7 Akame Art Meiy,1 Round 13 gyen Meiy Art Akame,,,,1 Round 13 Meiy Art Akame,,,57,8,2
something PRX,,5 Round 2 Meiy gyen Round 4 Jinboong Meiy Round 15 Meiy Jinboong Round 16 Jinboong gyen Round 20 Art Meiy,1 Round 18 Meiy Jinboong Art,,,,,,,,86,0,0
