,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,,1 Round 18 iZu Meteor BuZz,,,1 Round 16 stax,,,,,31,0,0
MaKo DRX,,3 Round 2 iZu stax Round 17 BuZz carpe Round 23 stax Meteor,1 Round 6 Meteor carpe iZu,,,,,,,,74,1,0
BeYN DRX,,,,,,,,,,,27,5,1
HYUNMIN DRX,,2 Round 20 Meteor carpe Round 22 Meteor stax,3 Round 5 stax carpe iZu Round 16 BuZz iZu carpe Round 24 BuZz carpe stax,2 Round 4 stax carpe BuZz Meteor Round 15 Meteor BuZz iZu stax,,,,,,,79,0,0
Flashback DRX,,5 Round 2 Meteor BuZz Round 5 BuZz Meteor Round 7 iZu stax Round 20 BuZz iZu Round 24 Meteor iZu,1 Round 3 iZu stax carpe,,,,,,,,62,1,1
stax T1,,6 Round 10 Flashback MaKo Round 12 HYUNMIN Flashback Round 13 MaKo BeYN Round 16 Flashback HYUNMIN Round 21 free1ng HYUNMIN Round 22 BeYN MaKo,,,,,,,,,51,1,0
BuZz T1,,3 Round 1 HYUNMIN Flashback Round 12 BeYN free1ng Round 16 MaKo BeYN,1 Round 8 HYUNMIN BeYN free1ng,,,,,,,,65,2,0
Meteor T1,,2 Round 14 Flashback free1ng Round 19 MaKo Flashback,,,,,,,,,36,1,0
iZu T1,,1 Round 13 free1ng Flashback,2 Round 9 HYUNMIN free1ng Flashback Round 17 MaKo HYUNMIN Flashback,,,,,,,,54,2,0
carpe T1,,2 Round 1 MaKo free1ng Round 22 Flashback HYUNMIN,,,,,,,,,24,2,0
