,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,,2 Round 3 BuZz Meteor stax Round 11 carpe stax Meteor,,,1 Round 9 iZu,,,,,73,5,0
MaKo DRX,,,,,,,,,,,39,0,0
BeYN DRX,,,,,,,,,,,40,4,0
HYUNMIN DRX,,2 Round 10 Meteor stax Round 15 Meteor iZu,2 Round 6 carpe Meteor iZu Round 9 BuZz carpe Meteor,,,,,,,,43,1,0
Flashback DRX,,1 Round 12 BuZz Meteor,1 Round 13 iZu Meteor carpe,,,,,,,,45,0,1
stax T1,,2 Round 1 free1ng MaKo Round 5 free1ng BeYN,,,,,,,,,61,5,0
BuZz T1,,4 Round 2 MaKo BeYN Round 6 Flashback MaKo Round 13 HYUNMIN Flashback Round 17 Flashback HYUNMIN,2 Round 4 HYUNMIN MaKo free1ng Round 8 MaKo BeYN HYUNMIN,,,1 Round 13 Flashback,,,,,59,1,1
Meteor T1,,6 Round 7 HYUNMIN BeYN Round 11 MaKo Flashback Round 13 free1ng BeYN Round 16 MaKo BeYN Round 17 BeYN MaKo Round 18 free1ng BeYN,,,,,,,,,51,0,3
iZu T1,,1 Round 9 HYUNMIN MaKo,1 Round 19 Flashback BeYN MaKo,,,,,,,,43,0,0
carpe T1,,2 Round 16 HYUNMIN free1ng Round 18 HYUNMIN Flashback,1 Round 3 MaKo Flashback free1ng,,,,,,,,75,1,1
