,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 4 iZu Meteor Round 7 stax BuZz Round 8 stax BuZz Round 16 carpe BuZz,,1 Round 14 Meteor stax BuZz iZu,1 Round 1 BuZz carpe stax iZu Meteor,,,,,,100,1,3
MaKo DRX,,4 Round 4 BuZz carpe Round 9 stax carpe Round 13 iZu BuZz Round 15 iZu stax,,,,,,,,,77,0,1
BeYN DRX,,2 Round 9 BuZz Meteor Round 11 stax iZu,1 Round 13 carpe stax Meteor,1 Round 6 BuZz iZu stax Meteor,,,,,,,83,2,1
HYUNMIN DRX,,2 Round 8 carpe iZu Round 11 carpe Meteor,,,,,,,,,45,0,0
Flashback DRX,,3 Round 10 Meteor stax Round 15 BuZz carpe Round 16 iZu stax,,1 Round 2 BuZz Meteor carpe stax,,,,,,,51,1,0
stax T1,,1 Round 5 Flashback free1ng,,,,,,,,,33,6,0
BuZz T1,,3 Round 7 HYUNMIN BeYN Round 10 Flashback HYUNMIN Round 15 BeYN free1ng,,,,,,,,,65,0,0
Meteor T1,,,,,,1 Round 15 Flashback,,,,,31,0,1
iZu T1,,,,,,,,,,,21,1,0
carpe T1,,2 Round 9 HYUNMIN BeYN Round 12 BeYN MaKo,,,,,,,,,38,0,0
