,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 14 tex Mazino Round 18 aspas tex Round 22 aspas tex Round 25 C0M aspas,,,,,,,,,25,3,1
JonahP G2,,8 Round 8 C0M tex Round 12 aspas kiNgg Round 13 tex aspas Round 14 aspas kiNgg Round 16 C0M tex Round 22 C0M kiNgg Round 24 Mazino aspas Round 28 C0M kiNgg,,,,,,,,,48,1,4
leaf G2,,4 Round 2 Mazino C0M Round 4 aspas Mazino Round 13 C0M Mazino Round 21 tex Mazino,,1 Round 3 kiNgg tex aspas C0M,,1 Round 12 C0M,,,,,46,1,0
icy G2,,2 Round 21 kiNgg aspas Round 23 C0M kiNgg,1 Round 10 C0M Mazino aspas,,,,,,,,43,0,0
trent G2,,5 Round 1 C0M tex Round 2 kiNgg aspas Round 18 kiNgg C0M Round 19 kiNgg aspas Round 20 Mazino tex,,,,1 Round 8 kiNgg,,,,,44,7,1
C0M LEV,,3 Round 8 icy leaf Round 13 valyn JonahP Round 24 icy trent,3 Round 4 valyn trent JonahP Round 17 icy JonahP valyn Round 19 leaf JonahP trent,,,,,,,,65,1,2
tex LEV,,3 Round 3 icy trent Round 10 JonahP icy Round 27 trent leaf,1 Round 6 trent icy leaf,1 Round 26 icy JonahP valyn trent,,1 Round 2 trent,,,,,50,0,1
Mazino LEV,,2 Round 7 trent leaf Round 11 JonahP valyn,3 Round 15 icy valyn leaf Round 27 valyn icy JonahP Round 30 trent JonahP leaf,,,,,,,,53,10,0
aspas LEV,,,3 Round 7 icy JonahP valyn Round 16 icy JonahP leaf Round 20 valyn icy trent,,,,,,,,36,0,0
kiNgg LEV,,3 Round 4 leaf icy Round 5 valyn icy Round 6 valyn JonahP,1 Round 12 trent icy valyn,,,1 Round 10 trent,,,,,35,2,3
