Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Bind,1,"""0-1""",DRX,Defenders,Defuse
1Bind,2,"""0-2""",DRX,Defenders,Defuse
1Bind,3,"""0-3""",DRX,Defenders,Elimination
1Bind,4,"""1-3""",VIT,Attackers,Spike Detonation
1Bind,5,"""1-4""",DRX,Defenders,Defuse
1Bind,6,"""2-4""",VIT,Attackers,Spike Detonation
1Bind,7,"""2-5""",DRX,Defenders,Defuse
1Bind,8,"""2-6""",DRX,Defenders,Elimination
1Bind,9,"""3-6""",VIT,Attackers,Elimination
1Bind,10,"""3-7""",DRX,Defenders,Elimination
1Bind,11,"""3-8""",DRX,Defenders,Elimination
1Bind,12,"""4-8""",VIT,Attackers,Elimination
1Bind,13,"""5-8""",DRX,Defenders,Elimination
1Bind,14,"""6-8""",DRX,Defenders,Defuse
1Bind,15,"""7-8""",DRX,Defenders,Defuse
1Bind,16,"""7-9""",VIT,Attackers,Elimination
1Bind,17,"""7-10""",VIT,Attackers,Elimination
1Bind,18,"""7-11""",VIT,Attackers,Elimination
1Bind,19,"""7-12""",VIT,Attackers,Elimination
1Bind,20,"""8-12""",DRX,Defenders,Defuse
1Bind,21,"""8-13""",VIT,Attackers,Elimination
1Bind,22,"""""",,,
1Bind,23,"""""",,,
1Bind,24,"""""",,,
