,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 17 Munchkin t3xture Round 18 Munchkin Ash,1 Round 1 Karon Munchkin Ash,,,,,,,,62,1,2
Killua TLN,,2 Round 12 Munchkin t3xture Round 18 Karon Foxy9,1 Round 9 t3xture Ash Karon,,,,,,,,53,1,2
JitBoyS TLN,,3 Round 10 Karon Foxy9 Round 16 Munchkin Karon Round 17 Ash Karon,,,,,,,,,47,1,0
primmie TLN,,,,,,,,,,,23,0,0
thyy TLN,,,1 Round 2 Karon Munchkin Ash,,,,,,,,43,1,0
Munchkin GEN,,3 Round 3 thyy JitBoyS Round 10 primmie JitBoyS Round 15 Killua Crws,1 Round 14 JitBoyS Crws thyy,,,,,,,,74,7,0
t3xture GEN,,4 Round 1 primmie JitBoyS Round 6 thyy JitBoyS Round 13 JitBoyS Crws Round 16 primmie JitBoyS,3 Round 7 Crws Killua JitBoyS Round 12 thyy primmie JitBoyS Round 19 primmie Crws thyy,,,,,,,,55,0,1
Foxy9 GEN,,3 Round 5 Killua primmie Round 15 thyy JitBoyS Round 18 primmie JitBoyS,1 Round 13 primmie thyy Killua,,,,,,,,70,1,1
Ash GEN,,3 Round 4 Killua JitBoyS Round 5 thyy JitBoyS Round 14 Killua primmie,1 Round 10 thyy Crws Killua,,,,,,,,86,3,0
Karon GEN,,2 Round 2 Killua JitBoyS Round 9 Crws primmie,,,,,,,,,48,1,0
