,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,4,2,,,,,,,,42,5,2
Killua TLN,,5,2,,,,,,,,41,3,4
JitBoyS TLN,,6,1,,,,,,,,46,1,1
primmie TLN,,5,4,,,1,1,,,,52,4,2
thyy TLN,,2,3,1,,,,,,,45,2,1
Munchkin GEN,,5,1,,,,,,,,47,9,0
t3xture GEN,,10,4,1,,,1,,,,61,1,2
Foxy9 GEN,,6,3,,,,,,,,54,1,2
Ash GEN,,8,2,1,,1,,,,,87,10,1
Karon GEN,,5,1,,,,,,,,40,4,1
