,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,5 Round 1 raafa havoc Round 2 havoc raafa Round 16 havoc Khalil Round 18 raafa heat Round 21 heat raafa,3 Round 5 mwzera heat havoc Round 10 havoc mwzera heat Round 12 Khalil heat havoc,,,,2 Round 1 raafa havoc Round 12 heat havoc,,,,86,1,0
tex LEV,,2 Round 6 heat mwzera Round 20 heat Khalil,1 Round 7 Khalil mwzera havoc,,,,,,,,36,2,0
nataNk LEV,,5 Round 2 Khalil mwzera nataNk Round 10 raafa Khalil Round 15 havoc mwzera Round 19 mwzera heat Round 21 mwzera havoc,,,,,1 Round 2 mwzera Khalil,,,,49,7,1
kiNgg LEV,,1 Round 7 raafa heat,3 Round 3 heat Khalil mwzera Round 4 heat raafa mwzera Round 17 raafa Khalil heat,,,,,,,,54,1,0
Demon1 LEV,,2 Round 1 heat mwzera Round 8 heat raafa,1 Round 20 havoc mwzera raafa,,,,,,,,43,0,0
mwzera FUR,,3 Round 2 Demon1 kiNgg Round 10 Demon1 nataNk Round 15 kiNgg tex,1 Round 13 tex kiNgg Demon1,,,,,,,,56,1,0
Khalil FUR,,5 Round 1 Demon1 tex Round 2 tex C0M Round 6 tex Demon1 Round 8 tex C0M Round 21 C0M kiNgg,,,,,,,,,65,0,1
heat FUR,,1 Round 17 nataNk Demon1,1 Round 16 nataNk kiNgg C0M,,,,,,,,38,0,0
havoc FUR,,1 Round 1 kiNgg nataNk,1 Round 11 nataNk Demon1 kiNgg,,,,,,,,52,0,0
raafa FUR,,2 Round 15 Demon1 nataNk Round 20 tex C0M,1 Round 3 Demon1 kiNgg C0M,,,1 Round 3 C0M,,,,,47,5,1
