,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 6 lukxo cauanzin Round 17 cauanzin lukxo,1 Round 11 lukxo cauanzin pANcada,,,,,,,,37,3,0
johnqt SEN,,2 Round 20 dgzin cauanzin Round 22 cauanzin tuyz,1 Round 1 lukxo cauanzin tuyz,,,,,,,,52,3,1
bang SEN,,4 Round 11 dgzin tuyz Round 13 tuyz dgzin Round 19 dgzin cauanzin Round 23 pANcada lukxo,,,,,,,,,41,0,0
zekken SEN,,1 Round 2 dgzin pANcada,2 Round 5 pANcada cauanzin lukxo Round 7 dgzin cauanzin lukxo,,,,,,,,37,0,0
N4RRATE SEN,,6 Round 2 tuyz lukxo Round 5 dgzin tuyz Round 12 pANcada cauanzin Round 21 pANcada lukxo Round 22 dgzin lukxo Round 24 pANcada lukxo,1 Round 6 dgzin pANcada tuyz,,,,1 Round 2 lukxo tuyz,,,,97,1,1
pANcada LOUD,,2 Round 12 zekken bang Round 15 zekken N4RRATE,,,,,,,,,31,1,0
tuyz LOUD,,1 Round 1 zekken bang,1 Round 24 johnqt N4RRATE Zellsis,,,,,,,,29,8,0
cauanzin LOUD,,5 Round 6 zekken bang Round 8 bang johnqt Round 9 Zellsis zekken Round 20 Zellsis bang Round 21 zekken N4RRATE,,,,,,,,,47,0,1
dgzin LOUD,,5 Round 2 Zellsis bang Round 8 Zellsis zekken Round 11 johnqt zekken Round 13 N4RRATE johnqt Round 18 bang zekken,2 Round 4 bang johnqt zekken Round 21 bang Zellsis johnqt,1 Round 10 zekken bang N4RRATE Zellsis,,,,,,,73,0,0
lukxo LOUD,,2 Round 2 johnqt zekken Round 9 N4RRATE bang,2 Round 12 Zellsis johnqt N4RRATE Round 16 Zellsis bang N4RRATE,1 Round 3 johnqt N4RRATE zekken Zellsis,,,,1 Round 12 Zellsis N4RRATE johnqt,,,73,0,1
