,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,4 Round 2 paTiTek kamo Round 10 nAts kamyk Round 12 kamo nAts Round 16 kamo paTiTek,2 Round 7 kamo nAts kamyk Round 19 kamyk paTiTek keiko,1 Round 8 paTiTek nAts kamo keiko,,,1 Round 3 keiko nAts,,,,88,2,0
trexx VIT,,1 Round 13 paTiTek keiko,,,,1 Round 4 kamyk,,,,,32,3,0
Derke VIT,,5 Round 2 keiko kamyk Round 6 kamyk paTiTek Round 11 kamyk paTiTek Round 13 kamo kamyk Round 18 keiko kamyk,1 Round 9 nAts kamo keiko,,,,,,,,64,0,1
Less VIT,,1 Round 16 kamyk nAts,1 Round 11 nAts kamyk keiko Less,,,,,,,,50,1,0
Kicks VIT,,1 Round 9 paTiTek kamyk,2 Round 1 keiko kamo paTiTek Round 4 keiko paTiTek nAts,,,,,,,,48,3,0
paTiTek TL,,2 Round 12 trexx Sayf Round 18 Derke Sayf,,,,,,,,,52,2,0
nAts TL,,1 Round 16 Sayf Derke,,,,,,,,,29,1,0
kamyk TL,,1 Round 14 Derke trexx,1 Round 17 trexx Less Sayf,,,,,,,,47,2,0
keiko TL,,3 Round 3 Less Kicks Round 5 Less Derke Round 15 Sayf trexx,,,,,,,,,43,0,0
kamo TL,,3 Round 4 Less Kicks Round 6 Less Kicks Round 10 Sayf Kicks,1 Round 8 Less Derke trexx,,,,,,,,75,0,0
