,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,,,,,,,,,,25,0,1
trexx VIT,,3 Round 10 kamo paTiTek Round 19 nAts paTiTek Round 22 keiko kamo,,,,,,,,,44,0,0
Derke VIT,,4 Round 6 keiko nAts Round 10 nAts keiko Round 12 kamo kamyk Round 15 kamo kamyk,2 Round 5 kamo nAts kamyk Round 8 kamyk paTiTek kamo,,,,,,,,61,0,1
Less VIT,,6 Round 8 keiko nAts Round 13 keiko nAts Round 15 nAts paTiTek Round 19 kamo kamyk Round 20 keiko kamyk Round 21 kamo kamyk,1 Round 17 nAts paTiTek kamyk,,,1 Round 19 kamyk,,,,,58,1,0
Kicks VIT,,,1 Round 21 paTiTek nAts keiko Kicks,,,1 Round 21 keiko,,,,,30,7,0
paTiTek TL,,4 Round 2 Derke Less Round 7 Sayf trexx Round 14 Derke trexx Round 17 Sayf trexx,,,,1 Round 12 Derke,,,,,71,7,0
nAts TL,,3 Round 1 Kicks trexx Round 7 Less Kicks Round 14 Sayf Kicks,,,,,,,,,37,1,0
kamyk TL,,3 Round 6 Derke Kicks Round 12 Sayf Kicks Round 19 trexx Sayf,3 Round 13 Kicks Less Sayf Round 18 Derke Sayf trexx Round 23 Derke Sayf Less,,,,,,,,49,2,1
keiko TL,,4 Round 4 Sayf Less Round 11 trexx Derke Round 18 Kicks Less Round 21 Less Derke,1 Round 3 Sayf Less Kicks,1 Round 5 trexx Kicks Sayf Derke,,,,,,,70,0,0
kamo TL,,,,1 Round 9 trexx Less Kicks Sayf,,,,,,,41,1,0
