,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,6 Round 1 Dantedeu5 Mazino Round 6 Shyy Mazino Round 11 Shyy keznit Round 15 Shyy Mazino Round 16 Shyy keznit Round 19 keznit Melser,,,,1 Round 15 Mazino,,,,,61,0,0
artzin MIBR,,3 Round 5 keznit Dantedeu5 Round 15 Dantedeu5 keznit Round 18 Melser Mazino,1 Round 21 Dantedeu5 keznit Melser,1 Round 12 keznit Mazino Dantedeu5 Melser,,,1 Round 5 keznit Dantedeu5,,,,59,2,1
aspas MIBR,,2 Round 8 Dantedeu5 Mazino Round 11 Mazino Melser,,,,,,,,,38,1,0
xenom MIBR,,2 Round 19 Shyy Mazino Round 22 keznit Mazino,1 Round 18 Dantedeu5 keznit Shyy,,,1 Round 18 Shyy,,,,,64,1,0
Verno MIBR,,1 Round 16 Mazino Dantedeu5,,,,1 Round 16 Dantedeu5,,,,,31,3,1
Melser KRÜ,,2 Round 5 cortezia Verno Round 22 xenom aspas,1 Round 13 artzin aspas cortezia,,1 Round 17 aspas artzin Verno xenom cortezia,,,,,,52,3,0
keznit KRÜ,,3 Round 3 cortezia Verno Round 7 artzin Verno Round 15 xenom Verno,1 Round 1 Verno cortezia artzin,1 Round 6 xenom artzin Verno cortezia,,,1 Round 1 cortezia artzin,,,,87,1,0
Mazino KRÜ,,6 Round 7 cortezia aspas Round 10 xenom Verno Round 14 Verno cortezia Round 15 aspas artzin Round 19 artzin Verno Round 20 aspas cortezia,,,,,,,,,58,2,1
Shyy KRÜ,,1 Round 21 Verno artzin,,,,,,,,,39,4,1
Dantedeu5 KRÜ,,4 Round 1 aspas xenom Round 10 artzin cortezia Round 18 Verno cortezia Round 20 Verno artzin,,,,,,,,,45,0,0
