,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Persia NS,,2 Round 2 Monyet Kushy Round 20 Estrella Monyet,,,,1 Round 1 Jemkin,,,,,30,1,0
Dambi NS,,2 Round 2 Estrella Jemkin Round 22 Monyet Kushy,2 Round 1 Monyet Estrella xffero Round 4 Jemkin Kushy Estrella,1 Round 19 Monyet Kushy Estrella Jemkin,,,,,,,50,1,1
Francis NS,,3 Round 15 Kushy xffero Round 18 Jemkin xffero Round 24 xffero Estrella,,1 Round 6 Monyet xffero Kushy Estrella,,1 Round 18 Estrella,,,,,57,4,0
Ivy NS,,3 Round 5 Monyet Estrella Round 9 Estrella Kushy Round 21 Jemkin Kushy,,,,,,,,,43,3,0
margaret NS,,,1 Round 24 Monyet Kushy Jemkin,,,,,,,,29,0,0
Kushy RRQ,,1 Round 20 Dambi Ivy,,,,,,,,,43,3,2
xffero RRQ,,4 Round 14 Dambi Francis Round 19 Dambi Francis Round 20 Francis Persia Round 26 Dambi Persia,,2 Round 12 Dambi Persia Francis Ivy Round 16 Dambi Persia margaret Ivy,,,,,,,70,0,0
Monyet RRQ,,3 Round 13 margaret Ivy Round 14 margaret Ivy Round 17 margaret Francis,,1 Round 21 Persia margaret Ivy Francis,,,,,,,33,0,0
Jemkin RRQ,,2 Round 10 Francis Persia Round 17 Dambi Persia,3 Round 1 Dambi margaret Persia Jemkin Round 5 margaret Persia Francis Round 8 Dambi margaret Francis,1 Round 11 Persia Ivy Francis margaret,,1 Round 6 Francis,,,,,67,2,0
Estrella RRQ,,1 Round 10 Dambi margaret,1 Round 26 Francis Ivy margaret,,,,,,,,55,2,0
