,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Persia NS,,1 Round 18 Estrella Jemkin Persia,1 Round 17 Monyet Kushy Jemkin,,,1 Round 18 Jemkin,1 Round 17 Jemkin Kushy,,,,60,2,0
Dambi NS,,3 Round 5 Kushy xffero Round 7 Jemkin Monyet Round 12 Monyet xffero,,,,,,,,,43,1,0
Francis NS,,2 Round 7 Kushy xffero Round 19 Jemkin Estrella,5 Round 4 Monyet xffero Kushy Round 6 Jemkin Kushy Monyet Round 9 Kushy xffero Jemkin Round 11 Monyet Kushy Estrella Round 21 xffero Kushy Jemkin,,,1 Round 4 Kushy,,,,,84,2,1
Ivy NS,,3 Round 11 Jemkin xffero Round 16 xffero Jemkin Round 20 Kushy xffero,,1 Round 8 xffero Monyet Kushy Estrella,,,1 Round 20 Kushy xffero,,,,66,0,0
margaret NS,,4 Round 1 Jemkin Monyet Round 3 Jemkin Kushy Round 5 Jemkin Monyet Round 13 Monyet xffero,,,,,,,,,52,2,0
Kushy RRQ,,4 Round 1 margaret Ivy Round 4 Dambi Persia Round 14 margaret Persia Round 17 Francis Dambi,1 Round 20 margaret Francis Persia,1 Round 12 Persia Francis margaret Dambi,,,1 Round 12 Dambi margaret,,,,57,6,0
xffero RRQ,,3 Round 1 Francis Dambi Round 4 Ivy margaret Round 15 Francis Persia,,,,,,,,,47,0,0
Monyet RRQ,,1 Round 14 Dambi Ivy,1 Round 3 Francis Dambi Persia,,,1 Round 3 Persia,,,,,46,1,0
Jemkin RRQ,,3 Round 9 Ivy Persia Round 10 Dambi margaret Round 15 Dambi Ivy,2 Round 2 Ivy Persia margaret Round 18 Ivy Dambi Francis,,,,,,,,46,0,0
Estrella RRQ,,2 Round 3 Ivy margaret Round 9 Dambi Francis,,,,1 Round 9 Francis,,,,,42,0,0
