,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,5 Round 3 HYUNMIN Flashback Round 5 free1ng Flashback Round 6 MaKo HYUNMIN Round 18 MaKo HYUNMIN Round 20 Flashback BeYN,1 Round 10 free1ng Flashback MaKo,,,,,,,,79,0,0
artzin MIBR,,3 Round 15 HYUNMIN MaKo Round 16 Flashback MaKo Round 22 free1ng MaKo,1 Round 20 HYUNMIN free1ng MaKo,,,,,,,,60,0,0
aspas MIBR,,3 Round 7 BeYN HYUNMIN Round 11 HYUNMIN BeYN Round 16 BeYN HYUNMIN,3 Round 13 HYUNMIN MaKo free1ng Round 14 free1ng Flashback BeYN Round 21 Flashback MaKo free1ng,,,,,,,,72,0,1
xenom MIBR,,3 Round 11 Flashback MaKo Round 12 MaKo HYUNMIN Round 15 Flashback BeYN,,,,,,,,,33,4,0
Verno MIBR,,2 Round 14 HYUNMIN MaKo Round 22 Flashback HYUNMIN,3 Round 17 Flashback HYUNMIN MaKo Round 18 free1ng Flashback BeYN Round 23 BeYN MaKo HYUNMIN,,,,,,,,62,2,0
free1ng DRX,,2 Round 7 aspas Verno Round 23 cortezia xenom,2 Round 4 artzin aspas xenom Round 6 xenom artzin cortezia,,,1 Round 11 xenom,,,,,50,0,1
MaKo DRX,,1 Round 9 Verno xenom,,,,,,,,,46,0,0
BeYN DRX,,2 Round 5 cortezia aspas Round 21 aspas Verno,1 Round 1 Verno cortezia xenom,,,,,,,,49,2,0
HYUNMIN DRX,,1 Round 9 artzin cortezia,,1 Round 19 Verno artzin cortezia xenom,,,,,,,34,0,1
Flashback DRX,,1 Round 8 artzin cortezia,2 Round 2 cortezia aspas Verno Round 3 artzin aspas Verno,,,,,,,,35,0,1
