,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,3 Round 1 Flashback free1ng Round 17 BeYN Flashback Round 26 BeYN HYUNMIN,,1 Round 12 free1ng HYUNMIN MaKo Flashback cortezia,,,,,,,48,1,1
artzin MIBR,,2 Round 2 MaKo Flashback Round 27 HYUNMIN Flashback,,,,,,,,,28,2,0
aspas MIBR,,3 Round 1 BeYN HYUNMIN Round 2 free1ng HYUNMIN Round 3 MaKo BeYN aspas,2 Round 9 HYUNMIN Flashback BeYN Round 14 free1ng HYUNMIN BeYN,1 Round 24 HYUNMIN free1ng BeYN MaKo,,,,,,,58,1,0
xenom MIBR,,2 Round 5 MaKo HYUNMIN Round 15 MaKo HYUNMIN,1 Round 17 MaKo free1ng HYUNMIN,,,1 Round 17 HYUNMIN,,,,,36,1,0
Verno MIBR,,2 Round 13 BeYN MaKo Round 26 Flashback free1ng,3 Round 3 free1ng HYUNMIN Flashback Round 4 HYUNMIN BeYN free1ng Round 20 free1ng Flashback MaKo,,,,,,,,44,3,0
free1ng DRX,,2 Round 6 cortezia xenom Round 28 aspas artzin,2 Round 21 artzin aspas xenom Round 27 artzin cortezia Verno free1ng,,,,,,,,54,4,0
MaKo DRX,,1 Round 27 xenom aspas MaKo,1 Round 25 xenom artzin Verno,,,,,,,,35,4,0
BeYN DRX,,3 Round 3 artzin Verno Round 17 artzin aspas Round 28 cortezia xenom,4 Round 5 xenom aspas Verno Round 10 cortezia xenom aspas Round 11 artzin cortezia Verno Round 15 artzin aspas xenom,,,2 Round 3 aspas Round 12 cortezia,,1 Round 10 cortezia xenom aspas,,,60,3,0
HYUNMIN DRX,,1 Round 18 Verno xenom,2 Round 8 aspas xenom artzin Round 23 cortezia Verno xenom,,,,,,,,43,0,0
Flashback DRX,,3 Round 7 artzin xenom Round 19 Verno cortezia Round 23 aspas artzin,1 Round 16 artzin xenom cortezia,,,,,,,,48,0,0
