,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,4,1,,,,,,,,40,2,0
Boostio 100T,,4,1,1,,,,,,,39,5,0
eeiu 100T,,12,1,1,,1,,,,,69,2,1
Cryocells 100T,,11,4,1,,2,1,,,,95,2,2
zander 100T,,2,2,,,2,,,,,40,4,1
supamen EG,,2,2,,,,1,,,,59,1,1
yay EG,,6,1,1,,,,,,,49,2,0
Derrek EG,,4,4,,,1,,,,,69,4,0
NaturE EG,,4,2,,,1,,,,,50,7,1
icy EG,,5,1,,,,,,,,42,0,0
