,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,2 Round 8 icy supamen Round 10 supamen Derrek,1 Round 4 NaturE Derrek icy,,,,,,,,39,0,0
Boostio 100T,,1 Round 12 Derrek icy,,1 Round 7 icy supamen NaturE Derrek,,,,,,,43,4,0
eeiu 100T,,7 Round 1 icy NaturE Round 6 yay Derrek Round 9 Derrek supamen Round 11 supamen icy Round 15 supamen Derrek Round 16 supamen Derrek Round 17 supamen icy,,1 Round 22 supamen NaturE icy Derrek,,,,,,,69,0,1
Cryocells 100T,,5 Round 9 icy yay Round 10 yay icy Round 14 NaturE supamen Round 15 icy yay Round 19 NaturE yay,3 Round 5 icy supamen yay Round 17 yay NaturE Derrek Round 20 supamen Derrek yay,,,,1 Round 17 Derrek NaturE,,,,97,2,1
zander 100T,,2 Round 14 icy Derrek Round 16 icy NaturE,1 Round 23 NaturE Derrek supamen,,,1 Round 14 Derrek,,,,,43,2,1
supamen EG,,,1 Round 6 Boostio eeiu Cryocells,,,,1 Round 6 eeiu Cryocells,,,,62,0,1
yay EG,,3 Round 2 Asuna zander Round 9 zander eeiu Round 17 Asuna Boostio,,,,,,,,,28,1,0
Derrek EG,,2 Round 1 Asuna eeiu Round 18 Boostio zander,3 Round 2 eeiu Boostio Cryocells Round 14 Cryocells eeiu Boostio Round 21 Boostio zander eeiu,,,,,,,,66,3,0
NaturE EG,,1 Round 3 eeiu zander,2 Round 18 Cryocells eeiu Asuna Round 19 Asuna Boostio eeiu,,,1 Round 9 Cryocells,,,,,53,3,1
icy EG,,3 Round 10 Boostio zander Round 13 eeiu Cryocells Round 22 Boostio zander,1 Round 11 Asuna Boostio Cryocells,,,,,,,,46,0,0
