,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,2 Round 1 yay Derrek Round 4 icy NaturE,,,,,,,,,41,2,0
Boostio 100T,,3 Round 10 Derrek NaturE Round 14 supamen yay Round 16 yay NaturE,1 Round 2 Derrek supamen yay,,,,,,,,35,1,0
eeiu 100T,,5 Round 10 icy supamen Round 17 NaturE yay Round 18 yay NaturE Round 19 supamen Derrek Round 20 supamen Derrek,1 Round 1 icy supamen NaturE,,,1 Round 2 NaturE,,,,,69,2,0
Cryocells 100T,,6 Round 4 supamen yay Round 5 NaturE yay Round 9 NaturE Derrek Round 13 Derrek NaturE Round 19 yay icy Round 20 icy NaturE,1 Round 18 icy supamen Derrek,1 Round 15 Derrek NaturE icy supamen,,2 Round 13 NaturE Round 18 Derrek,,,,,92,0,1
zander 100T,,,1 Round 7 icy Derrek yay,,,1 Round 4 Derrek,,,,,36,2,0
supamen EG,,2 Round 8 Asuna eeiu Round 10 Boostio zander,1 Round 17 zander Boostio eeiu,,,,,,,,55,1,0
yay EG,,3 Round 2 Cryocells Asuna Round 5 Asuna eeiu Round 11 Boostio zander,1 Round 8 Boostio zander Cryocells,1 Round 6 Asuna Cryocells eeiu Boostio,,,,,,,70,1,0
Derrek EG,,2 Round 3 eeiu Boostio Round 11 Asuna Cryocells,1 Round 4 Asuna Cryocells Boostio,,,1 Round 5 Cryocells,,,,,71,1,0
NaturE EG,,3 Round 13 eeiu zander Round 17 Asuna Cryocells Round 18 zander Asuna,,,,,,,,,47,4,0
icy EG,,2 Round 3 Asuna zander Round 5 Boostio zander,,,,,,,,,37,0,0
